area_code,area_name,census_geography,all_household,one_pers_all,one_pers_65,one_pers_other,fam_all,fam_65,fam_mar_all,fam_mar_no_ch,fam_mar_ch,fam_mar_non_ch,fam_cohab_all,fam_cohab_no_ch,fam_cohab_ch,fam_cohab_non_ch,fam_lone_all,fam_lone_ch,fam_lone_non_ch,other_hh_all,other_hh_ch,other_hh_stud,other_hh_65,other,one_pers_all_perc,fam_mar_all_perc,fam_cohab_all_perc,fam_lone_all_perc,centroid_x,centroid_y
W00008795,,oa,169,49,8,41,88,4,39,10,25,4,19,14,5,0,26,17,9,32,9,1,0,22,29.0,23.1,11.2,15.4,320010.034,177376.92599999998
W00009426,,oa,124,33,14,19,55,2,24,9,14,1,19,15,4,0,10,5,5,36,3,11,0,22,26.6,19.4,15.3,8.1,318719.97199999995,178073.397
W00009425,,oa,125,43,6,37,45,3,23,10,10,3,12,9,3,0,7,4,3,37,3,8,0,26,34.4,18.4,9.6,5.6,319314.26249999995,177096.913
W00009423,,oa,174,86,6,80,54,4,26,11,12,3,12,10,2,0,12,11,1,34,4,5,0,25,49.4,14.9,6.9,6.9,319382.233,177815.16600000003
W00008792,,oa,120,57,19,38,39,1,10,2,5,3,15,13,2,0,13,6,7,24,3,3,0,18,47.5,8.3,12.5,10.8,319480.234,176481.4
W00008799,,oa,167,73,7,66,58,3,23,8,12,3,15,10,5,0,17,11,6,36,4,4,3,25,43.7,13.8,9.0,10.2,320159.89749999996,177372.45299999998
W00008798,,oa,166,58,14,44,70,4,34,14,15,5,20,9,10,1,12,8,4,38,6,3,1,28,34.9,20.5,12.0,7.2,320269.65599999996,177350.4675
W00008804,,oa,155,56,12,44,72,5,30,12,15,3,19,16,3,0,18,12,6,27,7,0,2,18,36.1,19.4,12.3,11.6,318545.35,174315.5565
W00010149,,oa,148,80,1,79,56,1,21,14,7,0,32,30,2,0,2,1,1,12,0,0,0,12,54.1,14.2,21.6,1.4,317960.61950000003,173322.288
W00010138,,oa,126,73,2,71,38,0,14,11,3,0,24,24,0,0,0,0,0,15,1,0,0,14,57.9,11.1,19.0,0.0,318183.8515,173392.698
W00010170,,oa,95,38,15,23,48,2,26,10,11,5,11,5,4,2,9,9,0,9,5,0,1,3,40.0,27.4,11.6,9.5,317813.7035,173965.9925
W00010154,,oa,135,52,7,45,52,7,30,16,14,0,13,11,1,1,2,0,2,31,2,1,1,27,38.5,22.2,9.6,1.5,318686.49199999997,174672.148
W00010139,,oa,203,86,10,76,90,5,33,23,8,2,49,44,5,0,3,0,3,27,0,3,1,23,42.4,16.3,24.1,1.5,319622.854,174448.446
W00010137,,oa,280,140,1,139,76,0,36,21,15,0,39,38,1,0,1,0,1,64,1,30,0,33,50.0,12.9,13.9,0.4,318676.0115,176040.896
W00010212,,oa,68,38,26,12,13,8,1,1,0,0,3,3,0,0,1,0,1,17,0,11,1,5,55.9,1.5,4.4,1.5,317527.934,177777.869
W00009645,,oa,209,103,39,64,87,2,19,9,8,2,23,13,9,1,43,31,12,19,4,2,1,12,49.3,9.1,11.0,20.6,320153.646,176168.311
W00010178,,oa,97,33,3,30,22,0,10,4,5,1,4,2,1,1,8,6,2,42,2,34,0,6,34.0,10.3,4.1,8.2,317138.25600000005,178163.10450000002
W00009181,,oa,116,18,10,8,91,23,61,19,31,11,5,4,1,0,2,2,0,7,2,0,0,5,15.5,52.6,4.3,1.7,319481.62549999997,183640.25
W00007425,,oa,171,30,11,19,134,26,84,33,35,16,15,11,4,0,9,4,5,7,1,0,0,6,17.5,49.1,8.8,5.3,322052.74600000004,186157.725
W00010219,,oa,80,19,2,17,14,1,5,2,2,1,2,2,0,0,6,6,0,47,2,34,1,10,23.8,6.3,2.5,7.5,318437.728,177450.9545
W00009161,,oa,165,38,16,22,116,21,70,15,44,11,16,10,6,0,9,5,4,11,3,0,0,8,23.0,42.4,9.7,5.5,316361.702,180503.12
W00010208,,oa,160,97,0,97,40,0,14,8,6,0,24,23,1,0,2,2,0,23,2,11,0,10,60.6,8.8,15.0,1.3,318353.32200000004,176059.8875
W00009073,,oa,145,40,18,22,84,6,40,13,19,8,13,4,7,2,25,15,10,21,5,1,1,14,27.6,27.6,9.0,17.2,316641.757,178816.923
W00009090,,oa,128,20,16,4,88,9,52,15,26,11,11,5,6,0,16,12,4,20,8,0,2,10,15.6,40.6,8.6,12.5,318141.51450000005,174643.75
W00010199,,oa,128,52,2,50,62,3,29,6,18,5,20,16,4,0,10,6,4,14,2,0,0,12,40.6,22.7,15.6,7.8,316945.8125,181505.686
W00009126,,oa,150,26,9,17,111,4,57,18,30,9,26,15,11,0,24,14,10,13,6,0,0,7,17.3,38.0,17.3,16.0,316933.387,175703.597
W00010168,,oa,114,60,3,57,43,0,12,6,5,1,21,15,6,0,10,9,1,11,2,0,0,9,52.6,10.5,18.4,8.8,317786.41099999996,173911.8315
W00009336,,oa,131,47,15,32,74,5,48,26,12,10,10,8,2,0,11,8,3,10,2,1,1,6,35.9,36.6,7.6,8.4,319816.59349999996,181082.1355
W00009695,,oa,110,27,9,18,76,11,24,11,8,5,21,10,10,1,20,15,5,7,3,0,0,4,24.6,21.8,19.1,18.2,324225.7305,181190.80550000002
W00009147,,oa,125,30,11,19,86,8,49,18,19,12,21,14,5,2,8,2,6,9,3,0,0,6,24.0,39.2,16.8,6.4,316691.0635,179829.147
W00009144,,oa,111,32,15,17,73,17,36,12,18,6,10,2,8,0,10,5,5,6,1,0,2,3,28.8,32.4,9.0,9.0,316450.61100000003,179919.948
W00009145,,oa,129,41,18,23,78,11,44,19,16,9,13,5,7,1,10,7,3,10,3,0,1,6,31.8,34.1,10.1,7.8,316693.106,180016.38150000002
W00009436,,oa,136,43,6,37,43,5,10,3,7,0,21,15,5,1,7,5,2,50,3,14,3,30,31.6,7.4,15.4,5.1,319248.604,177604.9845
W00008926,,oa,122,28,13,15,43,7,23,9,10,4,6,5,1,0,7,2,5,51,4,31,0,16,23.0,18.9,4.9,5.7,317729.658,178171.3075
W00009159,,oa,185,87,44,43,84,21,34,12,14,8,22,16,6,0,7,4,3,14,4,0,0,10,47.0,18.4,11.9,3.8,316646.5135,180572.2895
W00009151,,oa,137,31,10,21,99,10,63,18,33,12,13,4,6,3,13,8,5,7,2,0,1,4,22.6,46.0,9.5,9.5,316702.30299999996,179591.9505
W00009305,,oa,119,56,24,32,59,4,34,11,17,6,12,5,7,0,9,6,3,4,3,0,0,1,47.1,28.6,10.1,7.6,322450.57550000004,180511.7875
W00010206,,oa,93,44,4,40,32,0,13,2,9,2,4,2,2,0,15,12,3,17,5,4,0,8,47.3,14.0,4.3,16.1,319304.767,176456.4745
W00009253,,oa,116,25,13,12,77,4,33,10,14,9,15,6,8,1,25,16,9,14,6,1,0,7,21.6,28.4,12.9,21.6,317632.651,181380
W00009565,,oa,148,40,12,28,85,6,45,9,31,5,17,12,5,0,17,12,5,23,9,3,0,11,27.0,30.4,11.5,11.5,317217.14650000003,176257.39049999998
W00009562,,oa,136,80,23,57,44,0,24,10,12,2,8,6,2,0,12,12,0,12,4,0,0,8,58.8,17.6,5.9,8.8,317133.435,176385.84649999999
W00009561,,oa,137,69,20,49,58,4,23,9,9,5,9,5,3,1,22,14,8,10,5,1,0,4,50.4,16.8,6.6,16.1,316758.5825,176268.4535
W00009667,,oa,101,33,9,24,57,5,27,7,15,5,16,10,4,2,9,4,5,11,3,0,0,8,32.7,26.7,15.8,8.9,320395.52749999997,176889.14549999998
W00009661,,oa,130,48,15,33,67,3,26,14,8,4,21,15,5,1,17,14,3,15,1,0,0,14,36.9,20.0,16.2,13.1,320272.3345,177169.293
W00010117,,oa,138,81,1,80,34,1,13,5,8,0,20,20,0,0,0,0,0,23,0,7,0,16,58.7,9.4,14.5,0.0,317907.454,177159.7735
W00009123,,oa,173,47,14,33,105,1,44,5,31,8,16,6,8,2,44,39,5,21,8,0,0,13,27.2,25.4,9.2,25.4,317462.36199999996,175758.7145
W00009396,,oa,166,67,20,47,77,9,42,12,26,4,20,16,2,2,6,2,4,22,3,5,0,14,40.4,25.3,12.0,3.6,319570.9385,178291.9025
W00010214,,oa,132,30,1,29,85,3,44,15,24,5,27,19,7,1,11,9,2,17,2,2,0,13,22.7,33.3,20.5,8.3,316775.7365,181228.03
W00010211,,oa,86,36,0,36,41,0,18,10,8,0,21,15,5,1,2,2,0,9,0,1,0,8,41.9,20.9,24.4,2.3,317607.6495,173252.3555
W00009574,,oa,141,56,8,48,58,5,29,6,16,7,9,5,4,0,15,8,7,27,20,0,0,7,39.7,20.6,6.4,10.6,317353.11,176028.103
W00009572,,oa,198,114,6,108,54,0,27,9,14,4,23,22,1,0,4,2,2,30,6,2,1,21,57.6,13.6,11.6,2.0,317830.19550000003,176015.05550000002
W00009573,,oa,122,37,14,23,68,5,39,11,22,6,7,2,5,0,17,9,8,17,7,2,0,8,30.3,32.0,5.7,13.9,317446.047,176081
W00009570,,oa,153,50,6,44,60,1,41,20,20,1,12,9,3,0,6,6,0,43,18,5,1,19,32.7,26.8,7.8,3.9,317602.0985,176054.753
W00009578,,oa,133,41,8,33,74,5,21,10,9,2,33,25,8,0,15,10,5,18,3,0,0,15,30.8,15.8,24.8,11.3,316689.83999999997,177465.6665
W00009136,,oa,139,38,10,28,82,3,34,11,22,1,25,16,9,0,20,18,2,19,3,1,0,15,27.3,24.5,18.0,14.4,317518.71849999996,175488.585
W00009135,,oa,119,28,13,15,65,5,37,4,27,6,5,1,2,2,18,14,4,26,12,0,1,13,23.5,31.1,4.2,15.1,317761.55350000004,175488.276
W00009132,,oa,112,34,5,29,57,4,33,6,23,4,12,4,8,0,8,3,5,21,13,0,0,8,30.4,29.5,10.7,7.1,317794.0555,175342.138
W00009133,,oa,136,43,14,29,88,12,51,20,20,11,9,8,1,0,16,9,7,5,2,1,0,2,31.6,37.5,6.6,11.8,317044.68799999997,175367.3495
W00008882,,oa,131,55,29,26,64,12,31,13,13,5,11,7,3,1,10,8,2,12,4,0,0,8,42.0,23.7,8.4,7.6,316460.32550000004,176111.6825
W00008880,,oa,175,65,15,50,83,6,37,13,19,5,19,8,10,1,21,19,2,27,5,1,0,21,37.1,21.1,10.9,12.0,316520.409,176247.961
W00009477,,oa,168,41,24,17,113,15,70,27,25,18,13,10,3,0,15,9,6,14,7,0,1,6,24.4,41.7,7.7,8.9,323255.925,181615.6195
W00009233,,oa,136,31,11,20,96,13,54,20,21,13,11,6,4,1,18,10,8,9,5,0,1,3,22.8,39.7,8.1,13.2,316575.0075,179084.0775
W00009543,,oa,129,25,17,8,99,16,62,23,33,6,12,5,3,4,9,5,4,5,2,0,0,3,19.4,48.1,9.3,7.0,316590.19499999995,181193.52850000001
W00009732,,oa,104,41,16,25,54,11,27,13,6,8,6,3,3,0,10,7,3,9,3,0,2,4,39.4,26.0,5.8,9.6,316436.4885,179673.082
W00009647,,oa,118,32,5,27,79,0,28,5,21,2,8,2,5,1,43,31,12,7,6,0,0,1,27.1,23.7,6.8,36.4,320147.25,175626.0005
W00009649,,oa,129,37,14,23,84,4,32,11,13,8,11,5,6,0,37,27,10,8,2,0,0,6,28.7,24.8,8.5,28.7,320938.042,177636.9595
W00008979,,oa,117,33,23,10,82,24,46,18,21,7,3,2,1,0,9,4,5,2,1,0,0,1,28.2,39.3,2.6,7.7,319440.0145,181969.0655
W00009105,,oa,153,46,8,38,78,4,39,9,29,1,16,8,7,1,19,16,3,29,19,0,1,9,30.1,25.5,10.5,12.4,317665.876,175084.346
W00009363,,oa,153,109,19,90,41,1,18,13,4,1,12,12,0,0,10,8,2,3,1,0,0,2,71.2,11.8,7.8,6.5,319969.3765,179742.14250000002
W00008899,,oa,132,21,5,16,33,0,9,4,3,2,18,15,3,0,6,2,4,78,5,51,0,22,15.9,6.8,13.6,4.5,317943.82999999996,177800.701
W00008818,,oa,213,105,12,93,81,0,46,11,33,2,16,15,1,0,19,10,9,27,13,2,2,10,49.3,21.6,7.5,8.9,318713.828,175089.338
W00009365,,oa,121,42,10,32,74,18,33,12,15,6,6,4,2,0,17,13,4,5,2,0,0,3,34.7,27.3,5.0,14.0,320222.8635,179556.27750000003
W00009369,,oa,141,19,9,10,112,14,57,22,28,7,13,6,6,1,28,15,13,10,6,0,0,4,13.5,40.4,9.2,19.9,320144.868,181780.8825
W00009285,,oa,127,25,16,9,90,6,45,13,22,10,13,6,7,0,26,16,10,12,7,0,0,5,19.7,35.4,10.2,20.5,316964.121,182274.0185
W00009284,,oa,137,35,18,17,87,5,40,11,18,11,14,6,8,0,28,20,8,15,8,0,0,7,25.6,29.2,10.2,20.4,317268.3225,182253.8075
W00009288,,oa,131,46,23,23,77,6,44,13,21,10,9,1,7,1,18,13,5,8,5,0,0,3,35.1,33.6,6.9,13.7,316683.201,182225.4975
W00009558,,oa,173,86,22,64,70,5,23,12,10,1,27,22,5,0,15,12,3,17,3,0,1,13,49.7,13.3,15.6,8.7,316723.3415,176640.4325
W00010224,,oa,79,22,9,13,39,2,24,5,18,1,6,3,3,0,7,4,3,18,10,2,0,6,27.9,30.4,7.6,8.9,317591.03500000003,175741.638
W00009706,,oa,124,22,0,22,97,0,37,11,25,1,28,13,15,0,32,25,7,5,3,0,0,2,17.7,29.8,22.6,25.8,324139.6675,180590.1265
W00009653,,oa,142,44,19,25,87,3,35,9,17,9,18,8,8,2,31,29,2,11,2,0,2,7,31.0,24.6,12.7,21.8,321162.1365,177422.6955
W00010176,,oa,176,55,7,48,106,1,60,23,36,1,37,26,10,1,8,8,0,15,3,1,0,11,31.3,34.1,21.0,4.5,316868.773,181118.6445
W00010173,,oa,124,64,3,61,49,2,16,7,7,2,26,22,4,0,5,4,1,11,1,1,0,9,51.6,12.9,21.0,4.0,317284.35349999997,174033.1485
W00009110,,oa,141,37,15,22,76,4,48,11,29,8,8,3,5,0,16,8,8,28,9,0,0,19,26.2,34.0,5.7,11.3,317837.5365,174869.299
W00009290,,oa,129,49,31,18,75,9,29,10,13,6,21,6,13,2,16,11,5,5,1,0,1,3,38.0,22.5,16.3,12.4,316687.0245,182032.40899999999
W00009521,,oa,130,44,37,7,84,32,38,19,15,4,7,4,3,0,7,3,4,2,0,0,0,2,33.9,29.2,5.4,5.4,316369.614,182160.18300000002
W00009624,,oa,169,47,16,31,111,6,39,12,18,9,18,9,9,0,48,36,12,11,7,0,1,3,27.8,23.1,10.7,28.4,322459.576,179437.9505
W00009629,,oa,148,43,21,22,94,6,46,11,24,11,18,10,7,1,24,15,9,11,4,0,0,7,29.1,31.1,12.2,16.2,320230.017,176771.6165
W00008955,,oa,132,32,26,6,96,19,67,21,33,13,3,0,3,0,7,4,3,4,3,1,0,0,24.2,50.8,2.3,5.3,319052.373,181045.1645
W00008958,,oa,133,56,42,14,77,18,49,22,18,9,5,1,3,1,5,1,4,0,0,0,0,0,42.1,36.8,3.8,3.8,319362.7735,180670.72
W00009340,,oa,132,35,5,30,89,0,32,12,17,3,13,3,8,2,44,35,9,8,5,0,0,3,26.5,24.2,9.8,33.3,320710.4275,181084.886
W00009082,,oa,140,34,15,19,59,6,33,9,24,0,9,7,2,0,11,7,4,47,9,13,0,25,24.3,23.6,6.4,7.9,317230.4515,179105.7495
W00010157,,oa,111,16,0,16,89,2,60,17,34,9,17,8,8,1,10,7,3,6,5,0,0,1,14.4,54.1,15.3,9.0,321673.966,182049.0765
W00008927,,oa,127,16,7,9,42,9,19,6,12,1,11,8,3,0,3,0,3,69,0,43,2,24,12.6,15.0,8.7,2.4,317853.77099999995,178028.776
W00008925,,oa,143,36,10,26,50,6,18,7,7,4,18,15,3,0,8,4,4,57,2,35,0,20,25.2,12.6,12.6,5.6,317923.1355,178189.0755
W00008877,,oa,139,42,6,36,74,6,41,15,20,6,17,15,2,0,10,2,8,23,7,1,0,15,30.2,29.5,12.2,7.2,316610.664,176459.511
W00008875,,oa,152,45,11,34,75,9,32,14,14,4,27,19,8,0,7,3,4,32,6,0,0,26,29.6,21.1,17.8,4.6,316361.83499999996,176436.631
W00008878,,oa,120,35,7,28,66,6,33,8,22,3,13,9,3,1,14,7,7,19,2,0,2,15,29.2,27.5,10.8,11.7,316275.069,176362.263
W00009083,,oa,131,28,12,16,62,7,38,16,16,6,9,7,2,0,8,2,6,41,2,14,0,25,21.4,29.0,6.9,6.1,317672.8985,179016.201
W00009081,,oa,133,39,13,26,67,2,34,14,15,5,18,15,3,0,13,3,10,27,2,5,0,20,29.3,25.6,13.5,9.8,317300.5,178542.70299999998
W00009263,,oa,185,48,5,43,129,3,67,12,49,6,42,26,14,2,17,14,3,8,2,2,0,4,26.0,36.2,22.7,9.2,317250.283,183557.02250000002
W00009500,,oa,111,22,5,17,80,1,50,17,26,7,18,11,6,1,11,5,6,9,6,0,0,3,19.8,45.0,16.2,9.9,319942.10699999996,182070.146
W00009582,,oa,155,68,4,64,69,4,32,11,19,2,26,21,5,0,7,6,1,18,3,0,1,14,43.9,20.6,16.8,4.5,316894.7595,177232.5215
W00009584,,oa,133,56,10,46,69,3,34,14,16,4,27,22,4,1,5,3,2,8,2,0,0,6,42.1,25.6,20.3,3.8,316415.05,177158.505
W00009583,,oa,165,76,9,67,78,1,32,18,12,2,38,27,9,2,7,5,2,11,0,2,1,8,46.1,19.4,23.0,4.2,316567.5265,177137.0455
W00009589,,oa,136,55,13,42,60,1,25,12,11,2,23,15,5,3,11,8,3,21,1,1,0,19,40.4,18.4,16.9,8.1,316699.966,177021.6775
W00009456,,oa,119,32,8,24,40,4,18,7,8,3,10,5,5,0,8,7,1,47,4,19,0,24,26.9,15.1,8.4,6.7,318654.4305,178264.0365
W00009457,,oa,146,42,9,33,56,1,37,14,19,4,12,10,2,0,6,4,2,48,1,14,0,33,28.8,25.3,8.2,4.1,318814.99950000003,178315.089
W00009452,,oa,130,35,3,32,61,3,36,10,23,3,14,9,5,0,8,7,1,34,5,15,1,13,26.9,27.7,10.8,6.2,318577.6645,178500.68300000002
W00009453,,oa,151,39,6,33,80,1,46,14,29,3,24,19,5,0,9,6,3,32,10,10,0,12,25.8,30.5,15.9,6.0,318679.136,178622.986
W00008782,,oa,158,67,14,53,63,1,24,11,11,2,25,15,9,1,13,7,6,28,6,2,1,19,42.4,15.2,15.8,8.2,319789.7835,176961.87099999998
W00009682,,oa,155,46,13,33,99,3,39,14,15,10,18,8,10,0,39,32,7,10,6,0,0,4,29.7,25.2,11.6,25.2,323213.6435,181075
W00009174,,oa,134,24,12,12,102,14,66,20,39,7,13,9,4,0,9,4,5,8,5,0,0,3,17.9,49.3,9.7,6.7,317053.38800000004,180160.32150000002
W00009173,,oa,115,28,16,12,76,14,53,21,22,10,4,1,2,1,5,2,3,11,5,0,0,6,24.4,46.1,3.5,4.3,317354.99,180180.7095
W00009179,,oa,122,19,15,4,97,23,61,23,28,10,6,2,4,0,7,3,4,6,3,0,0,3,15.6,50.0,4.9,5.7,318198.4255,182883.8185
W00009097,,oa,142,57,16,41,61,3,27,11,9,7,15,9,6,0,16,11,5,24,4,0,0,20,40.1,19.0,10.6,11.3,317460.7885,175218.83299999998
W00009096,,oa,173,82,10,72,66,4,32,9,18,5,8,5,3,0,22,14,8,25,8,0,1,16,47.4,18.5,4.6,12.7,317932.4895,175206.45899999997
W00009095,,oa,135,32,6,26,82,4,39,14,19,6,18,8,8,2,21,16,5,21,7,0,1,13,23.7,28.9,13.3,15.6,317632.92350000003,175299.842
W00009092,,oa,149,58,1,57,65,2,29,18,11,0,32,27,5,0,2,2,0,26,0,2,0,24,38.9,19.5,21.5,1.3,318017.869,173723.8965
W00010229,,oa,79,37,32,5,39,7,18,4,14,0,5,5,0,0,9,7,2,3,1,0,1,1,46.8,22.8,6.3,11.4,319188.882,178856.7685
W00010226,,oa,76,16,11,5,48,5,31,11,12,8,3,1,2,0,9,5,4,12,4,4,0,4,21.1,40.8,3.9,11.8,317024.5,178592.46000000002
W00010222,,oa,120,20,10,10,95,7,60,18,24,18,16,7,8,1,12,6,6,5,2,0,0,3,16.7,50.0,13.3,10.0,316776.75,181602.273
W00010220,,oa,118,43,10,33,67,5,34,14,12,8,12,6,5,1,16,7,9,8,2,3,0,3,36.4,28.8,10.2,13.6,317094.297,178416.89
W00009276,,oa,134,24,12,12,107,24,69,26,34,9,7,3,4,0,7,1,6,3,1,0,0,2,17.9,51.5,5.2,5.2,318060.7065,182439.6615
W00009272,,oa,133,40,13,27,88,8,58,22,27,9,7,4,2,1,15,11,4,5,3,0,0,2,30.1,43.6,5.3,11.3,317847.88300000003,182844.252
W00009271,,oa,114,31,10,21,81,17,46,20,16,10,13,7,6,0,5,2,3,2,1,0,0,1,27.2,40.4,11.4,4.4,317624.0315,182831.727
W00009278,,oa,136,60,14,46,74,10,45,16,22,7,12,11,0,1,7,6,1,2,0,0,0,2,44.1,33.1,8.8,5.1,316650.64249999996,182516.93050000002
W00009596,,oa,115,33,1,32,60,0,31,11,15,5,22,14,7,1,7,3,4,22,3,1,0,18,28.7,27.0,19.1,6.1,317173.643,176671.193
W00009595,,oa,184,77,14,63,87,0,49,21,25,3,36,27,8,1,2,1,1,20,2,1,0,17,41.9,26.6,19.6,1.1,317241.79099999997,176690.02049999998
W00009593,,oa,107,38,8,30,53,4,26,8,16,2,18,15,3,0,5,5,0,16,3,0,0,13,35.5,24.3,16.8,4.7,316912.1,176863.1295
W00009592,,oa,151,67,12,55,65,1,27,14,12,1,34,32,1,1,3,1,2,19,0,0,1,18,44.4,17.9,22.5,2.0,317368.15150000004,176975.072
W00009590,,oa,115,37,8,29,69,5,45,11,31,3,17,13,4,0,2,1,1,9,0,0,1,8,32.2,39.1,14.8,1.7,317021,176970.6225
W00008793,,oa,211,114,22,92,84,0,39,13,24,2,14,10,2,2,31,24,7,13,4,1,2,6,54.0,18.5,6.6,14.7,319211.114,176305.49349999998
W00010210,,oa,88,52,1,51,28,1,14,12,1,1,11,9,2,0,2,0,2,8,0,0,0,8,59.1,15.9,12.5,2.3,320840.70550000004,170171.3125
W00009067,,oa,123,37,18,19,77,2,39,12,20,7,13,5,8,0,23,17,6,9,1,0,0,8,30.1,31.7,10.6,18.7,313887.9035,178316.142
W00009066,,oa,163,81,57,24,74,9,32,14,12,6,13,7,3,3,20,8,12,8,2,0,1,5,49.7,19.6,8.0,12.3,313234.31299999997,178405.56449999998
W00009063,,oa,119,53,21,32,59,10,25,7,10,8,10,5,5,0,14,9,5,7,2,0,0,5,44.5,21.0,8.4,11.8,313429.1455,178635.05550000002
W00009064,,oa,127,37,18,19,78,9,35,10,18,7,16,5,10,1,18,10,8,12,7,0,0,5,29.1,27.6,12.6,14.2,313876.3955,178402.72350000002
W00009060,,oa,134,39,13,26,86,12,46,12,26,8,18,12,6,0,10,6,4,9,2,0,0,7,29.1,34.3,13.4,7.5,313490.177,178921.14750000002
W00009065,,oa,142,52,26,26,83,1,40,12,17,11,18,9,8,1,24,19,5,7,1,0,2,4,36.6,28.2,12.7,16.9,313955.1315,178147.2225
W00009061,,oa,148,68,14,54,73,7,29,12,12,5,30,24,6,0,7,4,3,7,1,0,1,5,46.0,19.6,20.3,4.7,314051.5565,178633.8935
W00009068,,oa,130,57,26,31,65,6,29,14,12,3,13,8,4,1,17,12,5,8,2,0,2,4,43.9,22.3,10.0,13.1,314192.515,178184.33299999998
W00008827,,oa,139,27,13,14,101,9,46,16,15,15,16,8,7,1,30,21,9,11,5,0,0,6,19.4,33.1,11.5,21.6,312293.298,175155.2585
W00008826,,oa,167,56,10,46,101,2,46,14,30,2,25,11,14,0,28,25,3,10,2,0,0,8,33.5,27.5,15.0,16.8,312646.07149999996,175021.06650000002
W00009069,,oa,159,72,20,52,82,6,34,14,12,8,22,6,14,2,20,13,7,5,2,0,0,3,45.3,21.4,13.8,12.6,313118.7405,178201.0325
W00008822,,oa,134,43,18,25,84,17,37,14,14,9,13,6,6,1,17,10,7,7,2,0,0,5,32.1,27.6,9.7,12.7,314389.8835,176524.186
W00008825,,oa,132,52,14,38,71,7,31,15,8,8,11,10,1,0,22,16,6,9,5,0,1,3,39.4,23.5,8.3,16.7,313409.65599999996,175793.2355
W00008823,,oa,143,46,26,20,87,8,39,14,16,9,13,4,7,2,27,21,6,10,3,0,1,6,32.2,27.3,9.1,18.9,313776.49,175953.5635
W00008821,,oa,204,40,16,24,155,19,88,26,45,17,27,11,14,2,21,18,3,9,4,0,0,5,19.6,43.1,13.2,10.3,312288.457,174928.97950000002
W00008828,,oa,139,52,12,40,83,8,38,18,15,5,23,11,12,0,14,10,4,4,2,0,0,2,37.4,27.3,16.5,10.1,313046.153,174822.3985
W00008829,,oa,137,45,17,28,85,12,50,15,22,13,15,2,10,3,8,5,3,7,2,0,0,5,32.9,36.5,10.9,5.8,314986.586,176332.104
W00009385,,oa,134,32,7,25,100,12,67,17,42,8,8,5,2,1,13,10,3,2,1,0,0,1,23.9,50.0,6.0,9.7,311880.402,183522.8985
W00005992,,oa,156,33,18,15,108,14,73,26,34,13,12,9,3,0,9,4,5,15,8,0,0,7,21.2,46.8,7.7,5.8,310961.67350000003,171845.64299999998
W00005765,,oa,128,27,14,13,94,17,63,31,23,9,7,6,1,0,7,5,2,7,3,0,0,4,21.1,49.2,5.5,5.5,314624.11600000004,173765.6015
W00009854,,oa,126,38,17,21,77,6,46,23,20,3,19,8,11,0,6,2,4,11,2,0,1,8,30.2,36.5,15.1,4.8,312331.7975,174390.93550000002
W00005995,,oa,117,25,20,5,91,31,46,22,13,11,7,2,5,0,7,3,4,1,0,0,0,1,21.4,39.3,6.0,6.0,312051.858,173196.1255
W00005994,,oa,121,21,14,7,91,28,52,20,24,8,6,3,2,1,5,3,2,9,2,0,0,7,17.4,43.0,5.0,4.1,311840.292,172839.0515
W00005990,,oa,133,41,25,16,86,21,49,21,18,10,9,5,4,0,7,1,6,6,4,0,0,2,30.8,36.8,6.8,5.3,312276.6975,173635.64549999998
W00005882,,oa,169,39,20,19,115,15,74,26,33,15,15,10,5,0,11,10,1,15,8,0,0,7,23.1,43.8,8.9,6.5,310169.1555,176797.0515
W00009046,,oa,159,105,70,35,42,2,22,12,8,2,8,6,2,0,10,7,3,12,3,0,4,5,66.0,13.8,5.0,6.3,313890.7605,177727.359
W00009047,,oa,123,50,7,43,61,8,24,12,9,3,8,2,6,0,21,14,7,12,6,0,1,5,40.7,19.5,6.5,17.1,313262.118,177495.484
W00009044,,oa,113,64,10,54,41,5,7,5,2,0,12,7,4,1,17,9,8,8,4,0,0,4,56.6,6.2,10.6,15.0,313442.9695,177573.086
W00008995,,oa,126,31,13,18,80,2,40,11,19,10,11,3,8,0,27,24,3,15,10,0,0,5,24.6,31.7,8.7,21.4,313470.4755,176713.7035
W00008992,,oa,134,32,15,17,96,7,34,8,15,11,12,6,5,1,43,32,11,6,2,0,0,4,23.9,25.4,9.0,32.1,313432.0775,177003.41749999998
W00008820,,oa,198,44,10,34,142,7,67,27,26,14,25,11,13,1,43,38,5,12,3,0,0,9,22.2,33.8,12.6,21.7,313179.507,175032.7625
W00008836,,oa,119,59,37,22,53,3,21,7,10,4,9,6,2,1,20,16,4,7,4,0,0,3,49.6,17.6,7.6,16.8,314101.182,175995.175
W00009072,,oa,120,39,14,25,72,11,25,13,7,5,10,5,4,1,26,19,7,9,4,0,0,5,32.5,20.8,8.3,21.7,312835.4135,178020.21649999998
W00009070,,oa,134,54,30,24,72,9,35,6,20,9,8,2,5,1,20,14,6,8,4,0,1,3,40.3,26.1,6.0,14.9,313335.8785,178134.2005
W00009071,,oa,142,83,24,59,54,8,20,6,11,3,9,5,4,0,17,11,6,5,2,0,0,3,58.5,14.1,6.3,12.0,313534.52599999995,178085.0415
W00008837,,oa,142,39,16,23,90,6,37,11,18,8,14,4,9,1,33,23,10,13,11,0,0,2,27.5,26.1,9.9,23.2,313838.68,175775.215
