area_code,area_name,census_geography,country_of_birth_all,europe_inc_uk,united_kingdom_channel_iom,england,northern_ireland,scotland,wales,united_kingdom_unspecified,channel_islands_isle_of_man,ireland,other_europe_total,eu_countries_total,germany,lithuania,poland,romania,eu_countries_other,rest_of_europe_total,turkey,europe_other,africa_total,north_africa,central_and_western_africa,nigeria,other_central_and_western_africa_other,south_and_eastern_africa,kenya,south_africa,zimbabwe,south_and_eastern_africa_other,middle_east_and_asia_total,middle_east,iran,middle_east_other,eastern_asia,china,hong_kong,eastern_asia_other,southern_asia,bangladesh,india,pakistan,southern_asia_other,south_east_asia,central_asia,americas_and_the_caribbean_total,north_americas_and_the_caribbean,the_caribbean,united_states_of_america,north_america_other,central_america,south_america,antarctica_and_oceania_total,australia,antarctica_and_oceania_other,country_of_birth_other,uk_total,europe_total,rest_of_world_total,uk_total_perc,europe_total_perc,rest_of_world_total_perc,centroid_x,centroid_y
W00008785,,oa,383,306,259,68,2,3,186,0,1,5,41,40,1,0,14,0,25,1,0,1,15,0,5,2,3,10,2,1,0,7,58,11,3,8,9,4,5,0,35,8,4,10,13,3,0,2,1,0,1,0,0,1,2,0,2,0,259,48,77,67.6,12.5,20.1,319691.228,176809.391
W00008789,,oa,318,257,240,36,2,1,201,0,0,3,14,11,3,0,1,0,7,3,0,3,32,12,7,6,1,13,0,0,0,13,24,5,0,5,7,6,1,0,6,3,2,1,0,6,0,5,3,1,1,1,0,2,0,0,0,0,240,20,61,75.5,6.3,19.2,319482.13899999997,176598.0275
W00009606,,oa,295,289,281,25,1,1,254,0,0,4,4,4,1,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,4,2,2,0,2,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,281,8,6,95.3,2.7,2.0,321215.6925,179093.91950000002
W00010129,,oa,150,134,112,45,2,1,64,0,0,4,18,17,0,0,7,4,6,1,0,1,1,0,0,0,0,1,0,0,0,1,11,1,0,1,3,1,0,2,4,0,4,0,0,3,0,3,2,1,0,1,0,1,1,0,1,0,112,23,16,74.7,15.3,10.7,319229.757,175491.691
W00008932,,oa,515,472,450,223,3,5,219,0,1,2,19,18,5,0,4,0,9,1,0,1,9,1,1,0,1,7,3,4,0,0,28,10,0,10,6,5,1,0,10,0,2,4,4,2,0,2,2,0,0,2,0,0,4,4,0,0,450,23,43,87.4,4.5,8.3,318142.033,177940.1325
W00009093,,oa,366,314,281,80,2,6,193,0,0,2,31,29,1,0,17,4,7,2,0,2,22,0,13,12,1,9,0,2,4,3,22,9,1,8,3,3,0,0,7,0,3,2,2,3,0,6,5,1,4,0,0,1,2,0,2,0,281,35,52,76.8,9.6,14.2,318051.224,173612.9965
W00009098,,oa,392,262,220,37,0,1,182,0,0,0,42,41,2,0,18,0,21,1,0,1,26,7,6,1,5,13,3,0,0,10,99,14,0,14,11,5,5,1,72,13,9,48,2,2,0,5,4,2,0,2,0,1,0,0,0,0,220,43,130,56.1,11.0,33.2,317847.2745,175203.9425
W00009427,,oa,325,301,282,58,1,1,222,0,0,8,11,10,2,0,1,0,7,1,0,1,8,2,0,0,0,6,2,1,0,3,15,0,0,0,3,1,2,0,9,0,2,7,0,3,0,1,1,1,0,0,0,0,0,0,0,0,282,20,24,86.8,6.2,7.4,319767.9115,177610.9205
W00009424,,oa,390,330,305,147,1,4,153,0,0,3,22,19,1,0,11,0,7,3,1,2,9,2,1,1,0,6,1,1,0,4,47,9,2,7,3,2,1,0,34,0,23,10,1,1,0,3,3,0,2,1,0,0,1,1,0,0,305,28,60,78.2,7.2,15.4,318905.2555,177285.9235
W00009422,,oa,313,297,283,41,4,2,236,0,0,2,12,11,0,0,0,0,11,1,1,0,2,0,0,0,0,2,1,0,0,1,12,6,0,6,1,0,0,1,5,0,2,3,0,0,0,2,2,0,1,1,0,0,0,0,0,0,283,15,16,90.4,4.8,5.1,319912.212,178582.8505
W00009420,,oa,349,320,311,53,0,2,256,0,0,2,7,5,0,0,0,0,5,2,0,2,5,0,3,0,3,2,0,1,0,1,19,3,2,1,1,0,1,0,15,0,12,3,0,0,0,5,3,3,0,0,2,0,0,0,0,0,311,11,29,89.1,3.2,8.3,320457.19649999996,178948.84975
W00009421,,oa,284,258,245,65,1,5,174,0,0,6,7,5,1,1,0,0,3,2,0,2,3,0,1,1,0,2,0,1,1,0,18,8,3,5,0,0,0,0,9,0,4,5,0,1,0,5,1,0,1,0,0,4,0,0,0,0,245,15,26,86.3,5.3,9.2,319347.8135,178687.4925
W00008797,,oa,298,272,251,71,1,3,176,0,1,2,18,16,0,6,5,0,5,2,0,2,9,7,1,0,1,1,0,0,1,0,13,0,0,0,3,1,1,1,10,2,0,8,0,0,0,3,3,1,0,2,0,0,1,1,0,0,251,23,26,84.2,7.7,8.7,320497.96349999995,177617.451
W00008791,,oa,250,213,196,22,0,2,172,0,0,0,17,12,0,0,6,0,6,5,1,4,14,0,7,0,7,7,0,1,0,6,18,5,0,5,9,9,0,0,3,0,1,1,1,1,0,4,3,3,0,0,0,1,1,1,0,0,196,22,37,78.4,8.8,14.8,319587.2295,176478.22149999999
W00009569,,oa,317,240,220,34,1,2,183,0,0,5,15,15,0,0,4,0,11,0,0,0,18,13,1,1,0,4,3,0,0,1,50,0,0,0,2,1,1,0,48,25,11,10,2,0,0,7,2,2,0,0,0,5,2,2,0,0,220,20,77,69.4,6.3,24.3,317088.79949999996,176181.4745
W00008896,,oa,268,251,243,62,2,4,175,0,0,2,6,6,1,0,0,0,5,0,0,0,5,0,0,0,0,5,2,2,0,1,9,5,2,3,0,0,0,0,4,0,2,0,2,0,0,1,1,0,1,0,0,0,2,1,1,0,243,8,17,90.7,3.0,6.3,315959.7865,177014.9265
W00009724,,oa,339,327,315,52,0,0,263,0,0,3,9,9,0,0,5,0,4,0,0,0,9,0,0,0,0,9,0,9,0,0,3,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,315,12,12,92.9,3.5,3.5,315178.78599999996,179596.3895
W00009127,,oa,339,252,236,39,0,2,195,0,0,7,9,9,1,0,1,0,7,0,0,0,32,7,5,4,1,20,1,0,0,19,52,6,0,6,0,0,0,0,44,16,19,7,2,2,0,3,2,2,0,0,0,1,0,0,0,0,236,16,87,69.6,4.7,25.7,317537.92850000004,175614.0095
W00008855,,oa,325,304,291,64,0,4,222,1,0,1,12,11,4,0,0,0,7,1,1,0,5,0,0,0,0,5,0,2,3,0,8,0,0,0,0,0,0,0,4,0,2,2,0,4,0,4,4,0,4,0,0,0,4,2,2,0,291,14,21,89.5,4.3,6.5,316310.45900000003,176954.4705
W00008859,,oa,334,304,297,51,0,4,242,0,2,0,5,5,2,0,0,0,3,0,0,0,3,1,1,0,1,1,0,0,0,1,21,2,1,1,0,0,0,0,19,14,5,0,0,0,0,5,5,1,3,1,0,0,1,1,0,0,297,7,30,88.9,2.1,9.0,315641.50450000004,176764.2915
W00009248,,oa,327,317,311,50,2,2,257,0,0,1,5,5,0,0,3,0,2,0,0,0,3,2,0,0,0,1,0,0,0,1,6,1,0,1,0,0,0,0,4,0,4,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,311,6,10,95.1,1.8,3.1,316811.1235,182740.8765
W00009154,,oa,473,405,372,102,3,3,264,0,0,3,30,27,5,0,9,1,12,3,0,3,10,1,2,2,0,7,0,2,0,5,54,3,0,3,5,3,0,2,40,2,21,14,3,6,0,3,3,0,3,0,0,0,1,0,1,0,372,36,68,78.6,7.6,14.4,317843.368,179264.5755
W00009155,,oa,172,158,145,44,1,0,100,0,0,5,8,6,0,0,4,0,2,2,0,2,9,4,4,2,2,1,0,0,0,1,5,0,0,0,1,0,0,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,145,15,14,84.3,8.7,8.1,318140.3945,179648.4365
W00009568,,oa,327,180,145,23,1,1,120,0,0,5,30,29,4,0,11,0,14,1,0,1,36,14,4,2,2,18,7,0,0,11,102,4,3,1,3,2,1,0,75,7,55,11,2,20,0,8,5,5,0,0,0,3,1,1,0,0,145,36,147,44.3,11.0,45.0,317529.7245,176188.3785
W00009754,,oa,205,189,177,16,0,1,160,0,0,3,9,6,1,0,0,0,5,3,0,3,4,0,1,1,0,3,0,0,2,1,10,1,0,1,0,0,0,0,0,0,0,0,0,9,0,2,1,0,1,0,1,0,0,0,0,0,177,15,16,86.3,7.3,7.8,315706.078,180038.7885
W00009402,,oa,280,263,247,66,0,2,179,0,1,5,10,9,1,0,0,0,8,1,0,1,7,0,3,3,0,4,3,1,0,0,7,0,0,0,2,1,1,0,4,2,2,0,0,1,0,2,2,1,0,1,0,0,1,0,1,0,247,17,17,88.2,6.1,6.1,319959.374,177998.1245
W00009756,,oa,227,216,206,23,3,3,177,0,0,2,8,8,2,0,4,0,2,0,0,0,3,0,0,0,0,3,0,1,0,2,5,1,1,0,2,2,0,0,2,1,1,0,0,0,0,2,1,0,1,0,1,0,1,1,0,0,206,10,11,90.7,4.4,4.8,315558.72849999997,180177.934
W00009755,,oa,279,265,259,54,0,1,204,0,0,2,4,3,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,11,4,0,4,4,0,2,2,3,2,0,1,0,0,0,3,1,0,1,0,1,1,0,0,0,0,259,7,14,92.8,2.5,5.0,315310.301,180200.2795
W00009750,,oa,274,265,254,32,1,3,218,0,0,0,11,9,0,0,3,2,4,2,0,2,1,0,0,0,0,1,1,0,0,0,5,1,0,1,1,1,0,0,3,0,3,0,0,0,0,3,2,0,1,1,1,0,0,0,0,0,254,13,9,92.7,4.7,3.3,315835.61199999996,180273.05599999998
W00009759,,oa,238,232,221,44,1,0,176,0,0,1,10,9,0,0,2,1,6,1,1,0,2,0,0,0,0,2,0,0,0,2,2,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,221,12,6,92.9,5.0,2.5,315465.45849999995,179888.445
W00009226,,oa,292,281,270,23,0,0,247,0,0,2,9,9,2,0,0,0,7,0,0,0,2,2,0,0,0,0,0,0,0,0,9,1,0,1,0,0,0,0,6,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,270,11,11,92.5,3.8,3.8,315263.484,179239.324
W00009575,,oa,205,118,106,24,2,1,79,0,0,3,9,8,1,1,1,2,3,1,0,1,23,4,8,1,7,11,0,0,4,7,57,5,0,5,3,3,0,0,42,9,22,5,6,5,2,3,3,2,1,0,0,0,4,4,0,0,106,13,87,51.7,6.3,42.4,317686.431,175921.2175
W00009571,,oa,376,255,209,32,0,1,175,1,0,6,40,38,1,0,19,0,18,2,0,2,28,11,13,7,6,4,2,0,1,1,90,5,2,3,5,1,3,1,74,33,18,13,10,6,0,3,3,0,3,0,0,0,0,0,0,0,209,48,121,55.6,12.8,32.2,317183.38800000004,176075.687
W00009725,,oa,330,325,316,47,0,3,265,1,0,1,8,8,3,0,1,0,4,0,0,0,4,2,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,316,9,5,95.8,2.7,1.5,315424.3715,180564.2665
W00009722,,oa,295,292,288,61,0,2,225,0,0,1,3,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,1,1,0,288,5,3,97.6,1.7,1.0,314960.6135,180323.7955
W00008887,,oa,322,304,274,87,4,3,180,0,0,5,25,25,2,0,12,0,11,0,0,0,4,0,2,2,0,2,1,0,1,0,11,2,1,1,0,0,0,0,2,0,2,0,0,7,0,2,1,0,1,0,0,1,1,0,1,0,274,30,18,85.1,9.3,5.6,315813.945,177313.0425
W00008884,,oa,196,186,173,22,0,0,151,0,1,0,12,11,1,0,0,0,10,1,1,0,5,2,0,0,0,3,0,0,0,3,4,1,0,1,1,1,0,0,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,173,14,10,88.3,7.1,5.1,316107.5065,175500.59000000003
W00008883,,oa,284,267,243,21,0,0,222,0,0,1,23,20,0,0,8,0,12,3,0,3,2,0,0,0,0,2,2,0,0,0,15,0,0,0,0,0,0,0,14,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,243,27,17,85.6,9.5,6.0,316255.3155,175960.522
W00008889,,oa,307,284,273,63,0,3,207,0,2,2,7,6,3,0,1,0,2,1,0,1,2,0,0,0,0,2,0,0,1,1,13,4,3,1,1,0,0,1,8,5,0,3,0,0,0,7,7,1,0,6,0,0,1,0,1,0,273,12,23,88.9,3.9,7.5,315969.76300000004,177174.43349999998
W00008888,,oa,207,193,181,36,1,3,141,0,0,2,10,10,0,0,7,0,3,0,0,0,2,1,0,0,0,1,0,0,0,1,10,0,0,0,2,0,2,0,6,3,3,0,0,2,0,2,1,1,0,0,0,1,0,0,0,0,181,12,14,87.4,5.8,6.8,316148.62600000005,177186.86599999998
W00009197,,oa,366,349,336,98,3,3,232,0,0,2,11,9,1,0,0,0,8,2,0,2,7,0,1,1,0,6,0,0,3,3,5,0,0,0,1,1,0,0,2,0,0,0,2,2,0,2,2,0,2,0,0,0,3,2,1,0,336,15,17,91.8,4.1,4.6,315514.5415,178034.0145
W00009116,,oa,348,299,273,27,0,4,242,0,0,3,23,20,2,4,1,0,13,3,0,3,10,4,0,0,0,6,0,0,0,6,36,4,0,4,2,2,0,0,30,0,7,16,7,0,0,3,2,2,0,0,0,1,0,0,0,0,273,29,49,78.4,8.3,14.1,317968.2735,174611.3295
W00009195,,oa,285,273,264,67,0,2,195,0,0,3,6,6,1,1,0,0,4,0,0,0,2,1,0,0,0,1,0,0,1,0,7,0,0,0,2,0,2,0,5,0,5,0,0,0,0,1,1,0,1,0,0,0,2,2,0,0,264,9,12,92.6,3.2,4.2,315085.8175,178154.541
W00009231,,oa,255,245,242,19,0,4,219,0,0,0,3,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0,2,2,0,0,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,3,10,94.9,1.2,3.9,315647.2825,179008.6605
W00009548,,oa,247,239,233,34,2,5,192,0,0,2,4,3,3,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,2,0,1,2,2,0,0,233,7,8,94.3,2.8,3.2,315517.6155,180739.039
W00009737,,oa,294,293,287,27,1,1,258,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,287,6,1,97.6,2.0,0.3,315822.819,179416.6405
W00009640,,oa,338,316,284,41,0,5,238,0,0,1,31,30,6,0,6,0,18,1,0,1,1,0,1,0,1,0,0,0,0,0,18,1,0,1,4,4,0,0,13,3,8,2,0,0,0,3,3,2,1,0,0,0,0,0,0,0,284,33,22,84.0,9.8,6.5,319909.07999999996,176537.718
W00008978,,oa,196,179,172,30,3,3,136,0,0,1,6,5,0,0,2,0,3,1,1,0,3,0,0,0,0,3,0,1,0,2,9,0,0,0,2,2,0,0,7,0,3,4,0,0,0,4,2,0,2,0,1,1,1,1,0,0,172,8,17,87.8,4.1,8.7,319467.00950000004,182089.7905
W00009186,,oa,263,252,246,52,0,3,191,0,0,0,6,6,0,0,0,0,6,0,0,0,3,2,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,5,0,5,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,246,6,11,93.5,2.3,4.2,314914.2605,177821.2765
W00009100,,oa,301,272,249,28,1,3,217,0,0,3,20,19,1,0,13,0,5,1,0,1,5,3,0,0,0,2,0,0,0,2,23,0,0,0,9,5,4,0,12,4,4,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,249,24,29,82.7,8.0,9.6,316892.024,174750.691
W00008814,,oa,393,238,235,17,1,2,215,0,0,1,2,2,0,0,0,0,2,0,0,0,74,5,0,0,0,69,0,0,0,69,74,60,1,59,0,0,0,0,12,7,1,0,4,2,0,7,6,4,2,0,0,1,0,0,0,0,235,3,155,59.8,0.8,39.4,318759.4105,175466.6385
W00008894,,oa,303,289,280,43,2,2,233,0,0,4,5,5,1,0,0,0,4,0,0,0,5,1,0,0,0,4,2,1,0,1,6,0,0,0,2,1,1,0,4,0,4,0,0,0,0,1,1,0,1,0,0,0,2,0,2,0,280,9,14,92.4,3.0,4.6,315091.4075,177093.565
W00008893,,oa,344,326,318,46,3,3,266,0,0,3,5,4,2,0,2,0,0,1,0,1,3,0,3,3,0,0,0,0,0,0,10,0,0,0,1,0,0,1,7,4,2,1,0,2,0,5,3,1,1,1,0,2,0,0,0,0,318,9,18,92.4,2.6,5.2,314882.983,177004.29700000002
W00009286,,oa,264,255,249,60,1,3,185,0,1,0,5,5,4,0,1,0,0,0,0,0,5,0,3,0,3,2,0,1,0,1,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,249,6,9,94.3,2.3,3.4,317562.52150000003,181994.959
W00009204,,oa,221,208,204,32,2,2,165,3,0,1,3,3,1,0,0,0,2,0,0,0,3,0,0,0,0,3,1,0,0,2,7,2,0,2,1,0,1,0,3,0,2,1,0,1,0,3,3,0,2,1,0,0,0,0,0,0,204,4,13,92.3,1.8,5.9,316062.64300000004,177480.501
W00009205,,oa,307,288,275,47,1,1,226,0,0,4,9,7,0,0,0,0,7,2,0,2,7,1,1,1,0,5,1,0,0,4,11,0,0,0,1,1,0,0,9,4,0,4,1,1,0,1,0,0,0,0,0,1,0,0,0,0,275,15,19,89.6,4.9,6.2,315115.8055,177353.75
W00009203,,oa,235,223,214,27,3,1,183,0,0,2,7,5,0,0,0,0,5,2,0,2,2,0,0,0,0,2,1,0,0,1,9,0,0,0,6,3,3,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,214,11,12,91.1,4.7,5.1,315261.73199999996,177483.3245
W00009201,,oa,308,298,279,39,3,1,235,1,0,6,13,13,0,0,0,0,13,0,0,0,6,1,0,0,0,5,0,5,0,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,279,19,10,90.6,6.2,3.2,314834.6625,177438.3895
W00009552,,oa,248,243,237,35,1,2,198,1,0,0,6,5,0,0,1,0,4,1,0,1,1,0,0,0,0,1,0,0,0,1,3,1,0,1,0,0,0,0,2,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,237,7,5,95.6,2.8,2.0,316094.993,180672.699
W00009550,,oa,269,259,253,65,2,8,178,0,0,2,4,4,1,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,6,4,0,4,0,0,0,0,1,0,1,0,0,0,1,3,2,2,0,0,0,1,0,0,0,0,253,6,10,94.1,2.2,3.7,316020.0815,180815.6925
W00009559,,oa,383,264,255,31,2,2,220,0,0,1,8,7,0,0,1,0,6,1,0,1,51,24,20,3,17,7,2,0,1,4,64,5,0,5,5,2,3,0,53,22,19,12,0,1,0,4,3,2,0,1,0,1,0,0,0,0,255,10,119,66.6,2.6,31.1,316921.839,176205.69400000002
W00009468,,oa,488,402,368,141,4,2,221,0,2,2,30,26,3,0,11,0,12,4,1,3,10,2,2,0,2,6,1,3,0,2,67,8,4,4,8,7,0,1,38,6,19,13,0,13,0,8,5,2,1,2,0,3,1,1,0,0,368,38,86,75.4,7.8,17.6,318654.2485,177827.495
W00010177,,oa,250,237,227,40,1,8,178,0,0,2,8,8,2,0,2,0,4,0,0,0,3,1,0,0,0,2,0,1,0,1,8,4,0,4,0,0,0,0,2,0,1,0,1,0,2,2,2,1,0,1,0,0,0,0,0,0,227,10,13,90.8,4.0,5.2,316978.412,181051.059
W00009199,,oa,290,282,272,33,2,3,234,0,0,0,10,9,1,0,0,0,8,1,0,1,1,0,0,0,0,1,0,0,0,1,5,1,0,1,0,0,0,0,4,0,4,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,272,11,8,93.8,3.8,2.8,314969.4135,177642.776
W00009198,,oa,440,422,413,90,2,7,314,0,0,4,5,5,1,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,1,9,1,0,1,1,0,1,0,6,0,6,0,0,1,0,1,1,1,0,0,0,0,7,3,4,0,413,9,18,93.9,2.0,4.1,315643.6355,177572.326
W00009214,,oa,287,278,275,21,0,1,253,0,1,0,2,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,8,3,3,0,2,2,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,275,3,9,95.8,1.0,3.1,315798.9485,179174.84149999998
W00009218,,oa,306,290,285,37,0,7,241,0,0,1,4,4,1,0,0,1,2,0,0,0,7,1,1,1,0,5,0,4,0,1,9,6,0,6,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,285,5,16,93.1,1.6,5.2,315352.002,178619.7045
W00009527,,oa,321,309,306,61,0,3,242,0,0,2,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,6,0,0,0,1,0,1,0,4,0,4,0,0,1,0,3,1,0,1,0,2,0,2,0,2,0,306,3,12,95.3,0.9,3.7,315339.645,181772.533
W00010126,,oa,1100,1027,996,639,17,6,334,0,8,0,23,22,6,0,2,0,14,1,0,1,8,0,2,2,0,6,1,3,0,2,51,9,1,8,15,4,6,5,20,2,8,10,0,7,0,10,9,1,6,2,0,1,4,2,2,0,996,32,73,90.5,2.9,6.6,316687.22400000005,178484.37050000002
W00009983,,oa,516,413,384,201,7,5,171,0,0,7,22,18,1,0,6,0,11,4,0,4,50,20,7,3,4,23,1,3,2,17,52,11,0,11,5,4,0,1,34,9,4,13,8,2,0,1,1,0,1,0,0,0,0,0,0,0,384,33,103,74.4,6.4,20.0,317582.77099999995,175608.752
W00008864,,oa,285,273,259,62,2,6,189,0,0,3,11,7,3,0,0,0,4,4,0,4,3,0,0,0,0,3,0,0,0,3,3,0,0,0,1,0,0,1,1,0,0,1,0,1,0,5,3,0,3,0,0,2,1,1,0,0,259,18,12,90.9,6.3,4.2,316494.88300000003,176772.56300000002
W00008870,,oa,309,293,283,41,1,1,240,0,0,1,9,9,1,0,1,2,5,0,0,0,9,4,1,1,0,4,3,0,1,0,7,1,1,0,0,0,0,0,6,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,10,16,91.6,3.2,5.2,315507.8715,176615.9205
W00009537,,oa,222,222,218,29,0,4,185,0,0,1,3,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,5,0,98.2,2.3,0.0,315501.82550000004,181267.1825
W00009535,,oa,258,250,243,43,0,0,200,0,0,1,6,6,2,0,0,0,4,0,0,0,3,3,0,0,0,0,0,0,0,0,4,1,0,1,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,243,7,8,94.2,2.7,3.1,316391.8895,181723.874
W00009587,,oa,239,227,217,73,4,4,136,0,0,2,8,6,2,0,0,0,4,2,0,2,2,0,0,0,0,2,0,2,0,0,7,6,0,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,217,12,12,90.8,5.0,5.0,316763.8275,177193.5195
W00009762,,oa,327,317,307,63,2,6,236,0,0,4,6,6,0,0,0,0,6,0,0,0,3,1,0,0,0,2,0,1,0,1,4,2,0,2,0,0,0,0,1,0,1,0,0,1,0,2,2,0,2,0,0,0,1,0,1,0,307,10,10,93.9,3.1,3.1,314904.8815,179787.0895
W00009170,,oa,311,307,302,49,2,2,249,0,0,1,4,4,0,0,0,0,4,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,302,5,4,97.1,1.6,1.3,317744.17449999996,180249.00400000002
W00008931,,oa,403,353,328,178,1,0,149,0,0,4,21,20,1,0,2,0,17,1,0,1,9,3,0,0,0,6,0,1,0,5,31,6,2,4,5,3,1,1,12,0,6,6,0,8,0,8,6,2,3,1,0,2,2,2,0,0,328,26,50,81.4,6.5,12.4,317914.788,178051.276
W00008794,,oa,363,284,216,55,2,4,155,0,0,1,67,55,3,3,27,0,22,12,6,6,18,4,7,1,6,7,0,1,2,4,59,28,18,10,11,7,1,3,15,1,12,0,2,5,0,2,2,1,1,0,0,0,0,0,0,0,216,80,79,59.5,22.0,21.8,319937.177,177469.152
W00005833,,oa,299,287,282,47,1,2,232,0,0,3,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,0,0,0,0,4,0,0,4,0,0,0,5,0,0,0,0,1,4,1,1,0,0,282,5,12,94.3,1.7,4.0,316492.04949999996,173481.869
W00005831,,oa,322,293,283,34,2,4,243,0,1,1,8,8,2,1,2,0,3,0,0,0,6,0,2,2,0,4,1,1,0,2,20,3,0,3,1,1,0,0,7,0,7,0,0,9,0,3,0,0,0,0,0,3,0,0,0,0,283,10,29,87.9,3.1,9.0,316398.51300000004,173011.8045
W00005835,,oa,274,254,246,48,3,2,193,0,0,0,8,8,4,0,1,0,3,0,0,0,5,1,0,0,0,4,3,1,0,0,10,3,0,3,0,0,0,0,7,0,7,0,0,0,0,4,0,0,0,0,0,4,1,1,0,0,246,8,20,89.8,2.9,7.3,317131.15449999995,173229.195
W00008897,,oa,201,195,191,28,1,5,157,0,0,1,3,2,0,0,0,0,2,1,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,1,0,1,0,0,1,1,1,0,0,191,5,6,95.0,2.5,3.0,315829.221,177097.15149999998
W00009224,,oa,296,271,261,38,1,3,219,0,0,0,10,9,1,0,7,0,1,1,1,0,10,6,1,0,1,3,1,1,1,0,14,3,2,1,1,0,0,1,8,7,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,261,11,25,88.2,3.7,8.4,315909.9565,178448.6445
W00009222,,oa,204,193,177,21,0,4,152,0,0,2,14,12,2,0,4,0,6,2,2,0,4,0,0,0,0,4,0,0,1,3,6,6,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,177,18,11,86.8,8.8,5.4,315872.13899999997,178661.4995
W00008863,,oa,254,246,234,44,0,2,188,0,0,5,7,6,2,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,3,3,0,0,0,1,0,2,2,2,0,0,0,0,1,1,0,0,234,13,8,92.1,5.1,3.1,316185.483,176753.2415
W00009077,,oa,392,374,359,126,4,3,225,1,1,2,12,11,1,0,1,0,9,1,0,1,11,1,1,0,1,9,1,2,2,4,5,1,0,1,1,0,1,0,3,0,3,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,359,16,18,91.6,4.1,4.6,317327.2115,178699.91950000002
W00009613,,oa,317,310,309,27,1,1,280,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,5,0,0,0,1,0,1,0,2,1,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,309,1,7,97.5,0.3,2.2,322234.07550000004,178074.809
W00009610,,oa,369,355,350,30,1,4,315,0,0,0,5,5,1,0,0,0,4,0,0,0,6,3,0,0,0,3,0,1,0,2,7,0,0,0,0,0,0,0,6,2,0,0,4,1,0,1,1,1,0,0,0,0,0,0,0,0,350,5,14,94.9,1.4,3.8,321102.7975,178816.793
