area_code,area_name,census_geography,all_households,owned,own_outright,own_mortgage,shared_own,rent_social,rent_council,rent_other,private_rent,private_landlord,private_other,rent_free,owned_perc,rent_social_perc,private_rent_perc,centroid_x,centroid_y
W00008848,,oa,123,18,5,13,0,96,28,68,9,9,0,0,14.6,78.0,7.3,313664.1985,175294.65850000002
W00008849,,oa,109,33,11,22,0,63,37,26,12,7,5,1,30.3,57.8,11.0,312634.8275,175286.12
W00009014,,oa,135,45,17,28,0,84,84,0,5,4,1,1,33.3,62.2,3.7,313132.5,176185.5685
W00009019,,oa,119,54,14,40,0,53,50,3,10,7,3,2,45.4,44.5,8.4,312411.12899999996,176031.765
W00009012,,oa,120,37,16,21,0,75,72,3,7,6,1,1,30.8,62.5,5.8,313790.43799999997,176392.779
W00010221,,oa,121,71,34,37,0,3,0,3,43,39,4,4,58.7,2.5,35.5,311776.88,177055
W00009510,,oa,129,126,91,35,0,1,1,0,2,2,0,0,97.7,0.8,1.6,312400.086,180711.3625
W00010146,,oa,129,54,6,48,0,32,2,30,42,38,4,1,41.9,24.8,32.6,320976.408,177933.314
W00010180,,oa,131,85,9,76,0,5,2,3,39,32,7,2,64.9,3.8,29.8,321306.0425,178000.0015
W00010175,,oa,119,52,6,46,2,49,46,3,15,10,5,1,43.7,41.2,12.6,321124.9805,181457.12800000003
W00008599,,oa,134,127,36,91,0,0,0,0,4,4,0,3,94.8,0.0,3.0,325381.52650000004,182011.4945
W00010225,,oa,105,71,11,60,16,5,0,5,13,13,0,0,67.6,4.8,12.4,321249.36750000005,181989.58250000002
W00009704,,oa,138,37,16,21,0,93,64,29,6,6,0,2,26.8,67.4,4.3,323229.453,180708.3775
W00009311,,oa,133,96,40,56,0,26,19,7,9,7,2,2,72.2,19.5,6.8,321776.4595,180155.6165
W00009390,,oa,143,122,67,55,0,0,0,0,19,18,1,2,85.3,0.0,13.3,319619.676,178551.74550000002
W00009433,,oa,227,43,25,18,1,37,4,33,145,139,6,1,18.9,16.3,63.9,319661.998,177328.1725
W00009619,,oa,127,60,21,39,1,56,54,2,6,6,0,4,47.2,44.1,4.7,322405.2485,179967.6825
W00009332,,oa,130,77,26,51,0,35,2,33,18,16,2,0,59.2,26.9,13.8,320354.9865,181339.938
W00009665,,oa,114,10,3,7,0,95,13,82,8,7,1,1,8.8,83.3,7.0,321308.9465,176885.682
W00010207,,oa,108,98,13,85,1,3,2,1,5,3,2,1,90.7,2.8,4.6,323722.476,180311.218
W00009985,,oa,139,19,11,8,0,28,3,25,78,77,1,14,13.7,20.1,56.1,319694.9435,177168.311
W00009338,,oa,123,95,22,73,0,9,3,6,19,14,5,0,77.2,7.3,15.4,320192.4305,181074.489
W00009337,,oa,186,134,38,96,1,11,2,9,37,35,2,3,72.0,5.9,19.9,320631.8245,181291.586
W00009334,,oa,132,47,15,32,0,73,60,13,10,8,2,2,35.6,55.3,7.6,321002.46900000004,181259.59600000002
W00009333,,oa,141,123,66,57,1,1,0,1,14,13,1,2,87.2,0.7,9.9,319941.8075,181394.5095
W00009616,,oa,118,65,26,39,0,36,30,6,15,11,4,2,55.1,30.5,12.7,322654.0855,180140.576
W00009617,,oa,107,59,35,24,0,40,6,34,2,1,1,6,55.1,37.4,1.9,322260.7725,180061.20049999998
W00009693,,oa,184,101,38,63,2,62,57,5,14,14,0,5,54.9,33.7,7.6,323516.83400000003,181026.214
W00009612,,oa,124,108,56,52,0,4,0,4,12,8,4,0,87.1,3.2,9.7,321841.534,178825.6635
W00009691,,oa,216,94,11,83,5,75,65,10,41,34,7,1,43.5,34.7,19.0,323854.302,181281.18349999998
W00009690,,oa,132,30,5,25,2,87,78,9,8,8,0,5,22.7,65.9,6.1,324134.96499999997,181288.852
W00009618,,oa,129,70,24,46,1,37,34,3,12,11,1,9,54.3,28.7,9.3,322690.2155,179924.448
W00009372,,oa,117,92,36,56,1,18,5,13,6,6,0,0,78.6,15.4,5.1,320542.97849999997,181604.679
W00009304,,oa,137,126,82,44,0,5,3,2,5,5,0,1,92.0,3.6,3.6,321209.69649999996,180141.32799999998
W00009404,,oa,125,62,23,39,0,26,0,26,34,33,1,3,49.6,20.8,27.2,319914.2375,177738.758
W00009484,,oa,118,18,6,12,0,90,4,86,8,7,1,2,15.3,76.3,6.8,322651.06799999997,181832.0615
W00009403,,oa,127,72,30,42,1,2,0,2,52,48,4,0,56.7,1.6,40.9,319635.7605,177816.5465
W00009481,,oa,147,123,54,69,0,17,14,3,6,5,1,1,83.7,11.6,4.1,323192.451,181704.4455
W00009401,,oa,129,111,52,59,0,2,1,1,16,16,0,0,86.0,1.6,12.4,319627.47849999997,178043.66700000002
W00009489,,oa,130,99,22,77,0,1,0,1,30,30,0,0,76.2,0.8,23.1,320962.453,182458.5745
W00009666,,oa,106,7,4,3,0,96,83,13,2,0,2,1,6.6,90.6,1.9,321157.57550000004,177113.749
W00009663,,oa,116,55,14,41,0,48,43,5,10,10,0,3,47.4,41.4,8.6,320931.098,176881.058
W00009660,,oa,133,89,24,65,2,14,11,3,27,26,1,1,66.9,10.5,20.3,320376.772,177109.28100000002
W00009492,,oa,100,30,4,26,5,39,0,39,24,21,3,2,30.0,39.0,24.0,321170.5875,182368.90899999999
W00009367,,oa,135,92,30,62,0,6,2,4,36,32,4,1,68.1,4.4,26.7,319830.547,179466.29700000002
W00009397,,oa,141,123,62,61,0,2,1,1,16,15,1,0,87.2,1.4,11.3,319850.87600000005,178200.00699999998
W00009394,,oa,136,119,71,48,0,1,0,1,14,12,2,2,87.5,0.7,10.3,319854.72699999996,178449.7885
W00009393,,oa,126,76,36,40,0,36,1,35,12,12,0,2,60.3,28.6,9.5,319595.472,178418.62300000002
W00009310,,oa,141,83,47,36,1,38,37,1,13,11,2,6,58.9,27.0,9.2,322015.35199999996,180061.699
W00009391,,oa,186,125,54,71,0,20,0,20,39,35,4,2,67.2,10.8,21.0,319995.204,178266.714
W00009319,,oa,115,34,11,23,0,70,68,2,7,7,0,4,29.6,60.9,6.1,322522.1185,181685.723
W00009414,,oa,118,113,74,39,0,2,0,2,3,3,0,0,95.8,1.7,2.5,320359.3515,179156.65399999998
W00009415,,oa,139,124,85,39,0,1,0,1,12,11,1,2,89.2,0.7,8.6,319954.1915,179057.28600000002
W00009490,,oa,169,112,35,77,0,47,0,47,9,9,0,1,66.3,27.8,5.3,320295.295,182863.59999999998
W00009411,,oa,174,152,92,60,0,5,1,4,16,16,0,1,87.4,2.9,9.2,319512.0575,179034
W00008779,,oa,151,39,17,22,0,82,45,37,24,20,4,6,25.8,54.3,15.9,319820.2025,177052.8785
W00009676,,oa,99,55,30,25,0,22,11,11,19,15,4,3,55.6,22.2,19.2,323594.597,178802.36800000002
W00009678,,oa,113,96,25,71,0,1,0,1,15,13,2,1,85.0,0.9,13.3,323591.847,181593.21250000002
W00009475,,oa,157,16,6,10,0,15,0,15,125,121,4,1,10.2,9.6,79.6,319420.70200000005,177690.29200000002
W00009478,,oa,129,120,62,58,0,1,0,1,6,6,0,2,93.0,0.8,4.7,323009.50049999997,182739.3
W00009479,,oa,116,89,28,61,0,8,1,7,14,14,0,5,76.7,6.9,12.1,322231.353,182138.4455
W00009711,,oa,134,113,19,94,0,2,1,1,19,15,4,0,84.3,1.5,14.2,324315.4625,180323.658
W00009190,,oa,127,121,62,59,0,0,0,0,6,5,1,0,95.3,0.0,4.7,313920.9485,179183.387
W00009236,,oa,123,55,25,30,0,56,44,12,8,6,2,4,44.7,45.5,6.5,315885.52150000003,178882.391
W00009215,,oa,130,66,25,41,0,40,16,24,24,24,0,0,50.8,30.8,18.5,315467.346,179262.8005
W00009217,,oa,125,43,13,30,0,67,42,25,15,15,0,0,34.4,53.6,12.0,316221.5255,178912.6225
W00009237,,oa,154,72,21,51,0,57,43,14,24,24,0,1,46.8,37.0,15.6,316485.49399999995,178970.90500000003
W00009733,,oa,121,108,64,44,1,3,1,2,5,3,2,4,89.3,2.5,4.1,316023.961,179429.4915
W00009417,,oa,132,126,86,40,0,2,0,2,3,2,1,1,95.5,1.5,2.3,320230.9005,179034.64299999998
W00008972,,oa,117,72,37,35,0,5,4,1,40,40,0,0,61.5,4.3,34.2,319046.4355,179866.96600000001
W00009366,,oa,130,113,49,64,0,6,2,4,11,7,4,0,86.9,4.6,8.5,320006.734,179525.19199999998
W00009555,,oa,118,108,79,29,1,1,0,1,6,6,0,2,91.5,0.8,5.1,316044.47849999997,182297.588
W00009315,,oa,139,109,66,43,1,1,1,0,26,22,4,2,78.4,0.7,18.7,321196.158,179751.6625
W00009312,,oa,136,109,71,38,1,11,9,2,12,11,1,3,80.1,8.1,8.8,321645.34900000005,179919.6335
W00009287,,oa,128,115,78,37,0,2,0,2,11,11,0,0,89.8,1.6,8.6,318697.2135,182085.19799999997
W00009294,,oa,111,55,25,30,0,50,48,2,5,4,1,1,49.5,45.0,4.5,322103.93799999997,180516.2335
W00009675,,oa,136,64,19,45,0,58,50,8,11,10,1,3,47.1,42.6,8.1,322857.42350000003,180171.3785
W00010169,,oa,130,77,23,54,1,36,14,22,15,14,1,1,59.2,27.7,11.5,320867.426,181611.812
W00009487,,oa,126,107,40,67,1,1,0,1,17,12,5,0,84.9,0.8,13.5,320766.9515,182039.46850000002
W00009086,,oa,135,77,28,49,1,4,2,2,51,48,3,2,57.0,3.0,37.8,317299.47349999996,178847.957
W00009353,,oa,130,90,34,56,0,16,15,1,23,20,3,1,69.2,12.3,17.7,319858.26300000004,180310.3805
W00009604,,oa,105,75,25,50,0,16,12,4,13,12,1,1,71.4,15.2,12.4,321935.198,179120.2145
W00009150,,oa,140,128,70,58,0,0,0,0,10,10,0,2,91.4,0.0,7.1,317012.6135,179766.878
W00009757,,oa,119,75,33,42,0,34,34,0,9,8,1,1,63.0,28.6,7.6,314791.15449999995,180209.064
W00009313,,oa,124,82,54,28,0,3,2,1,37,31,6,2,66.1,2.4,29.8,321468.9895,179732.98700000002
W00009227,,oa,134,97,43,54,0,7,4,3,27,25,2,3,72.4,5.2,20.1,314946.8025,179346.655
W00009225,,oa,147,110,39,71,0,11,3,8,26,24,2,0,74.8,7.5,17.7,314407.75,179639.6555
W00009220,,oa,129,72,30,42,1,38,35,3,14,9,5,4,55.8,29.5,10.9,315581.566,178890.7955
W00009410,,oa,124,117,60,57,1,2,0,2,3,2,1,1,94.4,1.6,2.4,319096.05,179179.3985
W00009734,,oa,124,79,43,36,0,35,6,29,7,7,0,3,63.7,28.2,5.6,315507.858,179417.038
W00008975,,oa,115,96,47,49,1,1,0,1,17,17,0,0,83.5,0.9,14.8,318341.9895,179620.9595
W00009620,,oa,123,66,33,33,0,47,40,7,9,3,6,1,53.7,38.2,7.3,322102.78150000004,179805.54200000002
W00009084,,oa,141,74,38,36,0,3,0,3,62,55,7,2,52.5,2.1,44.0,317078.571,178948.29200000002
W00009085,,oa,155,55,28,27,2,7,5,2,84,79,5,7,35.5,4.5,54.2,317397.663,178948.418
W00009602,,oa,115,102,53,49,0,4,2,2,9,8,1,0,88.7,3.5,7.8,321528.72,179312.925
W00009603,,oa,119,69,23,46,0,40,27,13,10,7,3,0,58.0,33.6,8.4,322123.18799999997,179269.71850000002
W00009601,,oa,127,92,46,46,0,21,19,2,13,12,1,1,72.4,16.5,10.2,321874.9815,179385.83
W00009512,,oa,175,149,79,70,3,5,5,0,13,13,0,5,85.1,2.9,7.4,313333.9355,180287.519
W00009748,,oa,113,67,38,29,0,35,2,33,11,10,1,0,59.3,31.0,9.7,314886.065,180581.827
W00009152,,oa,133,110,57,53,1,1,0,1,21,18,3,0,82.7,0.8,15.8,317066.6755,179389.47999999998
W00009746,,oa,135,124,65,59,3,3,0,3,4,4,0,1,91.9,2.2,3.0,315096.591,180775.44150000002
W00009525,,oa,126,118,76,42,0,0,0,0,4,4,0,4,93.7,0.0,3.2,314949.35699999996,181992.934
W00009261,,oa,152,129,55,74,2,10,7,3,9,8,1,2,84.9,6.6,5.9,317929.598,180811.8605
W00009254,,oa,172,113,80,33,0,15,1,14,41,40,1,3,65.7,8.7,23.8,317645.2175,181713.38400000002
W00009416,,oa,129,116,69,47,0,3,0,3,8,7,1,2,89.9,2.3,6.2,318938.45149999997,178910.388
W00008949,,oa,129,120,72,48,0,0,0,0,7,7,0,2,93.0,0.0,5.4,319187.792,181416.3365
W00009232,,oa,141,94,41,53,0,34,27,7,12,10,2,1,66.7,24.1,8.5,316163.3375,179099.412
W00009542,,oa,99,96,56,40,0,0,0,0,2,2,0,1,97.0,0.0,2.0,315658.5245,181151.58899999998
W00009532,,oa,159,138,97,41,0,0,0,0,20,17,3,1,86.8,0.0,12.6,315818.976,181703.6555
W00009530,,oa,122,94,43,51,0,1,1,0,27,26,1,0,77.0,0.8,22.1,314841.79850000003,181707.37050000002
W00009163,,oa,123,113,45,68,0,0,0,0,10,7,3,0,91.9,0.0,8.1,317585.7895,180511.27649999998
W00009507,,oa,129,122,79,43,0,1,0,1,4,4,0,2,94.6,0.8,3.1,312544.78500000003,180926.303
W00009509,,oa,126,122,77,45,0,0,0,0,4,4,0,0,96.8,0.0,3.2,311920.32550000004,181013.9095
W00009767,,oa,125,116,66,50,0,1,1,0,5,5,0,3,92.8,0.8,4.0,314690.941,179790.1615
W00010128,,oa,69,64,34,30,0,1,1,0,4,3,1,0,92.8,1.4,5.8,319260.9915,179066.6665
W00009171,,oa,211,169,66,103,0,4,4,0,38,36,2,0,80.1,1.9,18.0,316501.704,180417.01650000003
W00009516,,oa,166,152,37,115,0,0,0,0,14,10,4,0,91.6,0.0,8.4,312023.4105,181460.03850000002
W00009644,,oa,128,51,22,29,0,42,1,41,32,29,3,3,39.8,32.8,25.0,319614.5795,176384.414
W00009599,,oa,139,45,25,20,0,11,1,10,81,79,2,2,32.4,7.9,58.3,317561.9675,176487.4805
W00010201,,oa,116,49,12,37,0,2,1,1,64,62,2,1,42.2,1.7,55.2,318747.40650000004,174831.487
W00005834,,oa,122,53,25,28,0,53,1,52,15,15,0,1,43.4,43.4,12.3,316930.217,173226.2265
W00009560,,oa,164,47,25,22,3,16,4,12,93,92,1,5,28.7,9.8,56.7,317368.4805,176351.94150000002
W00009577,,oa,137,71,38,33,0,1,0,1,61,61,0,4,51.8,0.7,44.5,316824.60750000004,177366.2095
W00010204,,oa,133,48,14,34,0,6,3,3,77,73,4,2,36.1,4.5,57.9,318674.313,174838.92200000002
W00009292,,oa,118,105,72,33,5,2,1,1,5,4,1,1,89.0,1.7,4.2,318053.4255,182042.44199999998
W00009291,,oa,133,43,22,21,0,82,74,8,3,3,0,5,32.3,61.7,2.3,317469.57149999996,182017.7145
W00009256,,oa,142,107,49,58,1,4,1,3,30,29,1,0,75.4,2.8,21.1,318213.9915,181472.7125
W00009075,,oa,123,70,22,48,1,3,2,1,49,42,7,0,56.9,2.4,39.8,317422.759,178650.1655
W00010190,,oa,106,49,11,38,0,21,0,21,35,33,2,1,46.2,19.8,33.0,316993.3625,180626.75449999998
W00009125,,oa,144,81,31,50,0,16,5,11,46,41,5,1,56.3,11.1,31.9,317352.2955,175643.93050000002
W00009246,,oa,147,87,29,58,10,39,1,38,8,7,1,3,59.2,26.5,5.4,317330.0675,182998.8175
W00009146,,oa,141,131,79,52,0,2,2,0,8,7,1,0,92.9,1.4,5.7,317757.3015,179848.4075
W00009149,,oa,143,136,67,69,0,1,1,0,5,4,1,1,95.1,0.7,3.5,317077.177,179856.188
W00008980,,oa,128,117,77,40,0,1,0,1,10,9,1,0,91.4,0.8,7.8,319177.9925,181952.4075
W00009241,,oa,169,45,18,27,0,112,100,12,12,9,3,0,26.6,66.3,7.1,317491.978,181022.50699999998
W00009242,,oa,139,90,35,55,3,10,0,10,34,34,0,2,64.7,7.2,24.5,317013.251,183488.522
W00009437,,oa,208,8,6,2,0,25,2,23,172,167,5,3,3.8,12.0,82.7,318787.445,177251.71000000002
W00009431,,oa,109,55,30,25,0,6,1,5,48,42,6,0,50.5,5.5,44.0,319127.426,177548.99550000002
W00009111,,oa,125,96,38,58,0,6,2,4,23,23,0,0,76.8,4.8,18.4,318146.36100000003,174804.4225
W00010145,,oa,111,25,5,20,9,2,1,1,75,71,4,0,22.5,1.8,67.6,318086.105,173046.0235
W00008781,,oa,239,63,25,38,0,29,7,22,143,140,3,4,26.4,12.1,59.8,319565.704,176942.5165
W00009697,,oa,132,17,3,14,1,106,5,101,6,6,0,2,12.9,80.3,4.5,323833.8075,181008.1055
W00009700,,oa,142,38,14,24,9,82,5,77,11,9,2,2,26.8,57.7,7.7,323859.5175,180822.33000000002
W00010174,,oa,91,79,22,57,0,2,0,2,10,9,1,0,86.8,2.2,11.0,321665.2,182140.5945
W00009296,,oa,122,76,35,41,0,35,35,0,6,4,2,5,62.3,28.7,4.9,322164.6615,181049.67349999998
W00009297,,oa,130,79,39,40,0,39,34,5,9,6,3,3,60.8,30.0,6.9,321888.5,180954.887
W00009293,,oa,142,78,16,62,1,47,44,3,16,15,1,0,54.9,33.1,11.3,321671.912,181024.6805
W00009326,,oa,120,43,13,30,0,63,58,5,12,10,2,2,35.8,52.5,10.0,322221.613,181275.8805
W00009329,,oa,138,85,33,52,0,38,33,5,11,8,3,4,61.6,27.5,8.0,322408.9445,181038.3135
W00008602,,oa,125,117,68,49,1,0,0,0,6,5,1,1,93.6,0.0,4.8,325869.9575,183019.33049999998
W00010136,,oa,114,53,17,36,1,50,0,50,8,7,1,2,46.5,43.9,7.0,320789.32649999997,182184.006
W00009482,,oa,141,95,52,43,0,22,21,1,21,19,2,3,67.4,15.6,14.9,323043.49549999996,181848.52850000001
W00009480,,oa,97,66,19,47,0,16,2,14,14,13,1,1,68.0,16.5,14.4,322759.824,181766.20500000002
W00009488,,oa,140,134,51,83,0,0,0,0,6,6,0,0,95.7,0.0,4.3,320750.19700000004,182454.8115
W00009497,,oa,161,129,44,85,0,2,1,1,30,27,3,0,80.1,1.2,18.6,320570.615,182091.183
W00009493,,oa,129,83,16,67,0,0,0,0,43,41,2,3,64.3,0.0,33.3,321604.89650000003,182334.516
W00009502,,oa,140,112,21,91,0,1,0,1,27,26,1,0,80.0,0.7,19.3,321415.4495,182493.7165
W00009680,,oa,122,34,3,31,0,79,77,2,6,5,1,3,27.9,64.8,4.9,324000.5045,181401.913
W00009684,,oa,146,117,48,69,1,1,0,1,26,25,1,1,80.1,0.7,17.8,323919.8155,181678.6315
W00009689,,oa,119,69,17,52,0,17,1,16,33,30,3,0,58.0,14.3,27.7,324177.391,181514.5375
W00009327,,oa,134,45,21,24,0,70,66,4,11,11,0,8,33.6,52.2,8.2,321965.71849999996,181259.9645
W00009322,,oa,134,61,21,40,0,60,53,7,9,9,0,4,45.5,44.8,6.7,322089.2655,181451.2095
W00009323,,oa,123,49,14,35,0,59,56,3,13,13,0,2,39.8,48.0,10.6,321696.9535,181393.00699999998
W00009339,,oa,119,32,10,22,1,70,63,7,14,12,2,2,26.9,58.8,11.8,320560,181077
W00009143,,oa,118,107,59,48,0,1,0,1,9,9,0,1,90.7,0.8,7.6,317235.5,179862.5
W00009744,,oa,167,34,14,20,2,125,123,2,4,4,0,2,20.4,74.9,2.4,314307.5325,180875.7625
W00009501,,oa,144,111,37,74,2,2,0,2,28,27,1,1,77.1,1.4,19.4,321241.35250000004,183544.7765
W00010189,,oa,83,62,6,56,0,1,0,1,20,20,0,0,74.7,1.2,24.1,321483.347,181979.1825
W00010218,,oa,80,61,18,43,0,5,2,3,14,14,0,0,76.3,6.3,17.5,316801.3145,180448.8025
W00009317,,oa,125,55,20,35,0,60,59,1,5,3,2,5,44.0,48.0,4.0,322235.659,181770.375
W00009683,,oa,143,127,43,84,1,3,1,2,11,11,0,1,88.8,2.1,7.7,323778.2785,181833.6355
W00010156,,oa,112,56,10,46,0,0,0,0,55,53,2,1,50.0,0.0,49.1,321003.18200000003,182056.289
W00009142,,oa,121,69,36,33,0,23,22,1,27,26,1,2,57.0,19.0,22.3,316589.13950000005,180092.4005
W00009743,,oa,129,112,46,66,1,5,4,1,10,9,1,1,86.8,3.9,7.8,314951.593,181098.06199999998
W00009157,,oa,210,135,60,75,0,26,5,21,49,44,5,0,64.3,12.4,23.3,317083.5925,180740.23849999998
W00009302,,oa,139,90,39,51,1,41,40,1,7,6,1,0,64.7,29.5,5.0,321270.5455,180555.63549999997
W00009303,,oa,126,46,19,27,0,73,68,5,5,4,1,2,36.5,57.9,4.0,321789.7875,180450.646
W00009308,,oa,110,59,27,32,0,45,43,2,4,4,0,2,53.6,40.9,3.6,322119.554,180359.19
W00009255,,oa,135,80,39,41,0,43,40,3,10,7,3,2,59.3,31.9,7.4,316887.321,181903.1235
W00009250,,oa,139,93,39,54,1,33,31,2,12,10,2,0,66.9,23.7,8.6,317281.949,181811.12699999998
W00009251,,oa,126,117,81,36,0,1,1,0,5,3,2,3,92.9,0.8,4.0,318479.0695,181692.2005
W00009496,,oa,138,111,17,94,0,1,0,1,26,23,3,0,80.4,0.7,18.8,321421.294,182142.0415
W00009495,,oa,128,88,16,72,1,3,0,3,35,33,2,1,68.8,2.3,27.3,320989.38049999997,182347.4925
W00009494,,oa,178,125,27,98,6,21,1,20,25,25,0,1,70.2,11.8,14.0,320349.6865,182239.291
W00009491,,oa,195,150,29,121,1,3,0,3,41,38,3,0,76.9,1.5,21.0,320968,182547.9835
W00009547,,oa,113,109,69,40,0,0,0,0,3,2,1,1,96.5,0.0,2.7,316259.3835,181029.633
W00009180,,oa,121,116,73,43,0,1,0,1,4,4,0,0,95.9,0.8,3.3,318742.4985,182451.4535
W00009368,,oa,120,103,41,62,1,7,0,7,9,8,1,0,85.8,5.8,7.5,319873.051,181856.955
W00009283,,oa,121,114,54,60,1,2,0,2,4,4,0,0,94.2,1.7,3.3,316669.4705,182347.6995
W00009551,,oa,123,106,70,36,1,5,4,1,10,8,2,1,86.2,4.1,8.1,315829.83499999996,180712.3645
W00009702,,oa,143,70,22,48,0,52,43,9,19,17,2,2,49.0,36.4,13.3,323362.5,180545.509
W00009524,,oa,131,111,73,38,1,1,0,1,17,16,1,1,84.7,0.8,13.0,316494.4005,181790.793
W00009710,,oa,133,96,44,52,1,27,20,7,8,5,3,1,72.2,20.3,6.0,323165.745,180512.481
W00008953,,oa,122,112,62,50,0,0,0,0,10,9,1,0,91.8,0.0,8.2,318966.49450000003,181043.2775
W00009538,,oa,127,84,48,36,1,4,4,0,37,35,2,1,66.1,3.1,29.1,315198.0115,181027.164
W00009354,,oa,150,60,22,38,0,77,73,4,12,10,2,1,40.0,51.3,8.0,320269.4395,180134.734
W00009359,,oa,132,48,12,36,6,69,68,1,8,7,1,1,36.4,52.3,6.1,319950.593,180239.715
W00009175,,oa,131,124,55,69,0,0,0,0,5,5,0,2,94.7,0.0,3.8,317556.15249999997,184253.077
W00009274,,oa,127,125,55,70,0,0,0,0,2,2,0,0,98.4,0.0,1.6,317133.65249999997,182711.9345
W00009270,,oa,109,105,48,57,0,0,0,0,3,3,0,1,96.3,0.0,2.8,316778.206,182991.948
W00009518,,oa,119,103,51,52,0,2,1,1,14,13,1,0,86.6,1.7,11.8,316338.6425,180850.8615
W00008819,,oa,113,54,23,31,0,43,41,2,11,10,1,5,47.8,38.1,9.7,313448.515,175078.3515
W00008838,,oa,123,48,15,33,0,54,33,21,19,18,1,2,39.0,43.9,15.4,313618.641,175688.674
W00008833,,oa,185,82,22,60,0,83,33,50,17,13,4,3,44.3,44.9,9.2,313872.6415,176145.612
W00009056,,oa,130,120,63,57,0,0,0,0,10,7,3,0,92.3,0.0,7.7,313704.5455,177097.237
W00009051,,oa,140,129,71,58,0,3,3,0,7,5,2,1,92.1,2.1,5.0,313779.10750000004,177313.265
W00009035,,oa,133,120,44,76,0,3,1,2,7,6,1,3,90.2,2.3,5.3,313561.6435,177409.1225
W00008861,,oa,139,117,68,49,1,7,4,3,14,14,0,0,84.2,5.0,10.1,316125.66949999996,176118.1125
W00009045,,oa,140,92,40,52,0,33,30,3,12,9,3,3,65.7,23.6,8.6,313746.92000000004,177597.965
W00009032,,oa,149,18,3,15,3,111,111,0,11,11,0,6,12.1,74.5,7.4,313269.5,177946.02250000002
W00009031,,oa,137,88,40,48,1,26,21,5,19,14,5,3,64.2,19.0,13.9,313817.299,178049
W00009030,,oa,141,106,43,63,0,8,8,0,25,23,2,2,75.2,5.7,17.7,314137.01450000005,178315.241
W00009446,,oa,165,7,3,4,1,10,1,9,147,146,1,0,4.2,6.1,89.1,318833.68850000005,177087.61800000002
W00009721,,oa,128,80,34,46,0,41,40,1,6,5,1,1,62.5,32.0,4.7,314100.007,181944.215
W00009009,,oa,142,64,24,40,1,63,62,1,13,12,1,1,45.1,44.4,9.2,313684.9745,176302.15350000001
W00008847,,oa,128,48,22,26,1,69,28,41,9,6,3,1,37.5,53.9,7.0,313781.248,175392.7715
W00008831,,oa,159,86,28,58,0,58,6,52,14,9,5,1,54.1,36.5,8.8,314327.914,176310.7135
W00008830,,oa,145,86,41,45,0,37,8,29,17,15,2,5,59.3,25.5,11.7,314478.52,176629.424
W00009052,,oa,139,116,87,29,3,8,0,8,6,6,0,6,83.5,5.8,4.3,314432,177274.78999999998
W00008881,,oa,144,90,32,58,0,21,1,20,33,28,5,0,62.5,14.6,22.9,316621.81,176217.44650000002
W00008890,,oa,124,112,66,46,0,3,2,1,8,8,0,1,90.3,2.4,6.5,315264.194,177100.826
W00009196,,oa,126,114,44,70,0,0,0,0,12,9,3,0,90.5,0.0,9.5,314631.53099999996,177737.8805
W00009042,,oa,136,63,33,30,1,59,25,34,10,8,2,3,46.3,43.4,7.4,314261.322,177840.1335
W00009187,,oa,125,87,43,44,0,22,1,21,12,11,1,4,69.6,17.6,9.6,315460.425,177665.5125
W00009219,,oa,129,99,51,48,0,8,3,5,21,19,2,1,76.7,6.2,16.3,315257.0905,178770.9665
W00009216,,oa,165,82,48,34,0,18,15,3,62,60,2,3,49.7,10.9,37.6,314846.7465,179034.2425
W00009228,,oa,143,109,56,53,0,4,1,3,28,27,1,2,76.2,2.8,19.6,314486.2705,179290.8945
W00009138,,oa,133,114,53,61,1,2,0,2,16,16,0,0,85.7,1.5,12.0,317442.204,180362.0125
W00008865,,oa,125,62,22,40,0,30,4,26,30,29,1,3,49.6,24.0,24.0,315864.754,176776.0415
W00009536,,oa,117,104,61,43,1,0,0,0,11,11,0,1,88.9,0.0,9.4,315827.94550000003,181475.577
W00009588,,oa,197,47,18,29,0,90,5,85,55,53,2,5,23.9,45.7,27.9,317279.50800000003,176539.747
W00010134,,oa,141,69,10,59,0,5,2,3,66,61,5,1,48.9,3.5,46.8,321071.977,178088.6005
W00010230,,oa,92,15,9,6,1,3,1,2,73,71,2,0,16.3,3.3,79.3,318443.753,175074.728
W00008913,,oa,159,8,4,4,0,20,3,17,131,95,36,0,5.0,12.6,82.4,318411.985,177295.14250000002
W00010153,,oa,100,50,18,32,4,1,0,1,39,37,2,6,50.0,1.0,39.0,318498.85699999996,176254.73599999998
W00009330,,oa,150,82,28,54,0,53,42,11,13,13,0,2,54.7,35.3,8.7,320893.16599999997,180476.91499999998
W00010130,,oa,119,37,9,28,0,2,0,2,77,69,8,3,31.1,1.7,64.7,318607.0605,176679.4135
W00010186,,oa,98,17,6,11,6,10,0,10,64,60,4,1,17.3,10.2,65.3,318966.55350000004,175300.3025
W00010194,,oa,137,59,8,51,1,3,0,3,74,72,2,0,43.1,2.2,54.0,319310.007,175320.0625
W00010197,,oa,128,29,7,22,0,3,1,2,96,91,5,0,22.7,2.3,75.0,319486.625,175185.9135
W00010160,,oa,95,28,9,19,1,5,5,0,58,54,4,3,29.5,5.3,61.1,318848.98600000003,174776.8245
W00010161,,oa,135,60,16,44,1,1,0,1,71,70,1,2,44.4,0.7,52.6,318245.8945,173535.3125
