area_code,area_name,census_geography,all_families,no_children,one_child_under_4,one_child_5_to_11,one_child_12_to_18,two_children_under_4,two_children_5_to_11,two_children_12_to_18,three_children_under_4,three_children_5_to_11,three_children_12_to_18,one_child_all,two_children_all,three_children_all,one_child_all_perc,two_children_all_perc,three_children_all_perc,centroid_x,centroid_y
W00009743,,oa,92,50,10,4,4,5,7,3,5,2,2,18,15,9,19.6,16.3,9.8,314951.593,181098.06199999998
W00009157,,oa,129,73,18,7,8,10,4,5,3,1,0,33,19,4,25.6,14.7,3.1,317083.5925,180740.23849999998
W00009302,,oa,100,53,5,4,14,4,5,3,7,4,1,23,12,12,23.0,12.0,12.0,321270.5455,180555.63549999997
W00009303,,oa,87,39,7,5,9,9,6,2,5,5,0,21,17,10,24.1,19.5,11.5,321789.7875,180450.646
W00009308,,oa,60,38,2,4,6,3,3,1,2,1,0,12,7,3,20.0,11.7,5.0,322119.554,180359.19
W00009255,,oa,84,44,6,7,8,6,3,1,5,3,1,21,10,9,25.0,11.9,10.7,316887.321,181903.1235
W00009250,,oa,96,46,6,3,11,8,11,6,1,4,0,20,25,5,20.8,26.0,5.2,317281.949,181811.12699999998
W00009251,,oa,93,70,2,0,4,1,6,4,2,4,0,6,11,6,6.5,11.8,6.5,318479.0695,181692.2005
W00009496,,oa,107,48,17,8,8,13,6,5,1,0,1,33,24,2,30.8,22.4,1.9,321421.294,182142.0415
W00009495,,oa,101,51,15,5,7,9,8,3,3,0,0,27,20,3,26.7,19.8,3.0,320989.38049999997,182347.4925
W00009494,,oa,145,62,19,10,8,10,14,2,10,10,0,37,26,20,25.5,17.9,13.8,320349.6865,182239.291
W00009491,,oa,134,58,22,7,10,18,8,2,6,2,1,39,28,9,29.1,20.9,6.7,320968,182547.9835
W00009547,,oa,78,45,8,1,4,4,7,4,1,4,0,13,15,5,16.7,19.2,6.4,316259.3835,181029.633
W00009180,,oa,94,60,3,0,10,7,5,3,3,1,2,13,15,6,13.8,16.0,6.4,318742.4985,182451.4535
W00009368,,oa,92,47,6,5,9,5,7,8,1,4,0,20,20,5,21.7,21.7,5.4,319873.051,181856.955
W00009283,,oa,97,58,5,1,7,7,7,6,4,2,0,13,20,6,13.4,20.6,6.2,316669.4705,182347.6995
W00009551,,oa,70,42,4,4,5,7,4,2,1,1,0,13,13,2,18.6,18.6,2.9,315829.83499999996,180712.3645
W00009702,,oa,103,41,12,9,6,11,5,5,7,6,1,27,21,14,26.2,20.4,13.6,323362.5,180545.509
W00009524,,oa,89,57,10,1,3,7,6,2,1,0,2,14,15,3,15.7,16.9,3.4,316494.4005,181790.793
W00009710,,oa,97,62,8,0,12,3,4,3,3,1,1,20,10,5,20.6,10.3,5.2,323165.745,180512.481
W00008953,,oa,104,58,2,4,7,9,16,4,2,2,0,13,29,4,12.5,27.9,3.8,318966.49450000003,181043.2775
W00009538,,oa,44,30,2,2,1,1,2,1,2,3,0,5,4,5,11.4,9.1,11.4,315198.0115,181027.164
W00009354,,oa,95,40,9,4,8,11,6,5,10,1,1,21,22,12,22.1,23.2,12.6,320269.4395,180134.734
W00009359,,oa,66,28,11,8,6,4,3,2,3,1,0,25,9,4,37.9,13.6,6.1,319950.593,180239.715
W00009175,,oa,113,69,2,4,9,7,6,6,4,5,1,15,19,10,13.3,16.8,8.8,317556.15249999997,184253.077
W00009274,,oa,104,77,3,1,10,2,5,4,1,1,0,14,11,2,13.5,10.6,1.9,317133.65249999997,182711.9345
W00009270,,oa,89,44,2,4,12,7,7,8,2,2,1,18,22,5,20.2,24.7,5.6,316778.206,182991.948
W00009518,,oa,86,46,4,6,6,10,7,4,2,1,0,16,21,3,18.6,24.4,3.5,316338.6425,180850.8615
W00008819,,oa,75,38,2,4,15,2,3,2,7,1,1,21,7,9,28.0,9.3,12.0,313448.515,175078.3515
W00008838,,oa,83,40,7,1,11,14,5,0,1,4,0,19,19,5,22.9,22.9,6.0,313618.641,175688.674
W00008833,,oa,133,49,8,6,22,16,12,7,11,2,0,36,35,13,27.1,26.3,9.8,313872.6415,176145.612
W00009056,,oa,104,74,3,5,6,2,8,4,0,0,2,14,14,2,13.5,13.5,1.9,313704.5455,177097.237
W00009051,,oa,104,75,5,0,13,2,3,2,1,3,0,18,7,4,17.3,6.7,3.8,313779.10750000004,177313.265
W00009035,,oa,99,52,7,7,12,4,10,2,4,1,0,26,16,5,26.3,16.2,5.1,313561.6435,177409.1225
W00008861,,oa,110,75,6,4,3,8,4,1,4,5,0,13,13,9,11.8,11.8,8.2,316125.66949999996,176118.1125
W00009045,,oa,79,38,5,3,9,5,5,4,4,6,0,17,14,10,21.5,17.7,12.7,313746.92000000004,177597.965
W00009032,,oa,86,23,30,11,4,11,1,2,4,0,0,45,14,4,52.3,16.3,4.7,313269.5,177946.02250000002
W00009031,,oa,95,48,7,6,8,9,4,2,6,4,1,21,15,11,22.1,15.8,11.6,313817.299,178049
W00009030,,oa,81,45,11,3,7,6,3,3,3,0,0,21,12,3,25.9,14.8,3.7,314137.01450000005,178315.241
W00009446,,oa,39,33,2,0,1,1,0,2,0,0,0,3,3,0,7.7,7.7,0.0,318833.68850000005,177087.61800000002
W00009721,,oa,81,52,2,7,8,3,6,2,1,0,0,17,11,1,21.0,13.6,1.2,314100.007,181944.215
W00009009,,oa,97,38,12,4,16,10,6,5,5,1,0,32,21,6,33.0,21.6,6.2,313684.9745,176302.15350000001
W00008847,,oa,105,42,9,5,12,12,3,6,7,9,0,26,21,16,24.8,20.0,15.2,313781.248,175392.7715
W00008831,,oa,110,55,7,4,9,6,9,3,14,3,0,20,18,17,18.2,16.4,15.5,314327.914,176310.7135
W00008830,,oa,91,48,16,6,2,3,3,3,7,1,2,24,9,10,26.4,9.9,11.0,314478.52,176629.424
W00009052,,oa,45,30,1,3,5,2,2,1,0,1,0,9,5,1,20.0,11.1,2.2,314432,177274.78999999998
W00008881,,oa,71,34,7,1,6,8,6,2,3,4,0,14,16,7,19.7,22.5,9.9,316621.81,176217.44650000002
W00008890,,oa,89,49,10,0,5,6,8,6,2,3,0,15,20,5,16.9,22.5,5.6,315264.194,177100.826
W00009196,,oa,89,48,7,5,10,7,4,2,3,3,0,22,13,6,24.7,14.6,6.7,314631.53099999996,177737.8805
W00009042,,oa,70,42,3,2,8,2,6,3,4,0,0,13,11,4,18.6,15.7,5.7,314261.322,177840.1335
W00009187,,oa,68,39,8,1,5,5,3,6,0,1,0,14,14,1,20.6,20.6,1.5,315460.425,177665.5125
W00009219,,oa,89,48,5,9,9,6,9,1,1,1,0,23,16,2,25.8,18.0,2.2,315257.0905,178770.9665
W00009216,,oa,79,50,7,4,4,3,8,1,1,1,0,15,12,2,19.0,15.2,2.5,314846.7465,179034.2425
W00009228,,oa,84,61,4,8,4,2,2,2,1,0,0,16,6,1,19.0,7.1,1.2,314486.2705,179290.8945
W00009138,,oa,110,71,3,2,8,6,8,6,1,3,2,13,20,6,11.8,18.2,5.5,317442.204,180362.0125
W00008865,,oa,61,30,7,4,7,0,3,2,4,3,1,18,5,8,29.5,8.2,13.1,315864.754,176776.0415
W00009536,,oa,84,48,5,5,5,4,10,6,0,1,0,15,20,1,17.9,23.8,1.2,315827.94550000003,181475.577
W00009588,,oa,66,48,7,3,2,3,3,0,0,0,0,12,6,0,18.2,9.1,0.0,317279.50800000003,176539.747
W00010134,,oa,66,37,14,4,1,6,2,2,0,0,0,19,10,0,28.8,15.2,0.0,321071.977,178088.6005
W00010230,,oa,39,32,3,0,1,3,0,0,0,0,0,4,3,0,10.3,7.7,0.0,318443.753,175074.728
W00008913,,oa,20,15,3,0,0,2,0,0,0,0,0,3,2,0,15.0,10.0,0.0,318411.985,177295.14250000002
W00010153,,oa,33,26,5,0,1,0,0,0,0,1,0,6,0,1,18.2,0.0,3.0,318498.85699999996,176254.73599999998
W00009330,,oa,118,50,4,3,13,14,7,6,14,7,0,20,27,21,16.9,22.9,17.8,320893.16599999997,180476.91499999998
W00010130,,oa,33,20,4,0,0,7,0,0,1,1,0,4,7,2,12.1,21.2,6.1,318607.0605,176679.4135
W00010186,,oa,41,27,5,0,0,2,0,0,6,1,0,5,2,7,12.2,4.9,17.1,318966.55350000004,175300.3025
W00010194,,oa,57,49,4,2,0,2,0,0,0,0,0,6,2,0,10.5,3.5,0.0,319310.007,175320.0625
W00010197,,oa,42,41,0,0,0,1,0,0,0,0,0,0,1,0,0.0,2.4,0.0,319486.625,175185.9135
W00010160,,oa,39,32,4,1,0,2,0,0,0,0,0,5,2,0,12.8,5.1,0.0,318848.98600000003,174776.8245
W00010161,,oa,46,40,3,1,1,1,0,0,0,0,0,5,1,0,10.9,2.2,0.0,318245.8945,173535.3125
W00010143,,oa,36,33,2,0,1,0,0,0,0,0,0,3,0,0,8.3,0.0,0.0,318310.03500000003,173424.14500000002
W00009463,,oa,47,22,8,0,4,4,5,1,2,1,0,12,10,3,25.5,21.3,6.4,318884.7155,178060.82150000002
W00009448,,oa,33,30,1,0,0,1,0,1,0,0,0,1,2,0,3.0,6.1,0.0,318866.2085,176925.711
W00010200,,oa,61,43,15,1,0,2,0,0,0,0,0,16,2,0,26.2,3.3,0.0,318663.97349999996,174965.71250000002
W00010188,,oa,48,28,3,4,3,2,5,0,0,2,1,10,7,3,20.8,14.6,6.3,319190.65650000004,180046.599
W00010184,,oa,67,42,4,3,2,5,0,3,4,4,0,9,8,8,13.4,11.9,11.9,318984.9475,175491.454
W00009664,,oa,81,51,9,1,6,1,4,2,5,1,1,16,7,7,19.8,8.6,8.6,320132.5235,176911.369
W00008817,,oa,69,26,5,5,3,7,3,4,8,7,1,13,14,16,18.8,20.3,23.2,318872.419,175107.2645
W00008788,,oa,81,42,6,5,6,8,3,3,3,5,0,17,14,8,21.0,17.3,9.9,319473.9215,176821.278
W00010198,,oa,59,34,6,0,3,1,1,1,11,1,1,9,3,13,15.3,5.1,22.0,319019.33499999996,175076.0955
W00009331,,oa,104,58,3,3,11,9,9,6,0,4,1,17,24,5,16.3,23.1,4.8,320556.9365,181772.1095
W00010133,,oa,67,54,7,1,1,3,1,0,0,0,0,9,4,0,13.4,6.0,0.0,319622.31799999997,174723.5235
W00009611,,oa,104,65,3,4,11,5,8,4,1,3,0,18,17,4,17.3,16.3,3.8,321451.947,178866.353
W00010131,,oa,72,43,13,3,2,7,2,0,1,1,0,18,9,2,25.0,12.5,2.8,318752.796,176289.6365
W00008907,,oa,21,12,1,1,1,2,1,0,1,2,0,3,3,3,14.3,14.3,14.3,318258.2905,177611.60700000002
W00008903,,oa,27,20,1,3,0,2,1,0,0,0,0,4,3,0,14.8,11.1,0.0,318493.2965,177708.858
W00008900,,oa,41,33,2,0,2,0,1,1,0,2,0,4,2,2,9.8,4.9,4.9,318257.3255,177886.43
W00009434,,oa,53,36,6,1,1,3,3,0,1,1,1,8,6,3,15.1,11.3,5.7,318835.23600000003,177476.1085
W00009430,,oa,62,49,3,2,3,2,2,0,1,0,0,8,4,1,12.9,6.5,1.6,319142.33499999996,177641.5635
W00009438,,oa,54,39,6,2,2,1,1,1,1,1,0,10,3,2,18.5,5.6,3.7,319354.055,177487.766
W00009439,,oa,47,31,7,2,1,1,1,1,3,0,0,10,3,3,21.3,6.4,6.4,319128.6925,177430.88799999998
W00010181,,oa,48,32,3,2,4,4,1,0,1,1,0,9,5,2,18.8,10.4,4.2,319821.6315,177220.874
W00008915,,oa,21,14,4,0,0,0,0,1,2,0,0,4,1,2,19.0,4.8,9.5,318501.396,177283.1685
W00008910,,oa,22,16,2,1,1,0,0,0,2,0,0,4,0,2,18.2,0.0,9.1,318455.899,177567.27049999998
W00009387,,oa,87,56,9,2,7,9,1,1,1,0,1,18,11,2,20.7,12.6,2.3,320317.2465,178544.979
W00009386,,oa,71,43,4,9,3,2,4,1,3,2,0,16,7,5,22.5,9.9,7.0,320544.579,178639.8015
W00009301,,oa,49,16,7,5,5,9,2,0,5,0,0,17,11,5,34.7,22.4,10.2,322013.73250000004,180798.95400000003
W00009389,,oa,106,52,3,3,13,7,9,8,2,9,0,19,24,11,17.9,22.6,10.4,318903.939,178637.642
W00009407,,oa,95,44,12,2,8,11,7,3,2,5,1,22,21,8,23.2,22.1,8.4,320080.55850000004,177724.5415
W00009405,,oa,47,28,9,5,0,1,3,0,0,1,0,14,4,1,29.8,8.5,2.1,319393.44550000003,177941.19
W00009408,,oa,71,42,7,5,2,7,5,1,1,1,0,14,13,2,19.7,18.3,2.8,320665.221,178077.4225
W00009409,,oa,104,75,3,2,10,4,3,2,3,2,0,15,9,5,14.4,8.7,4.8,319593.9665,179403.875
W00009662,,oa,62,38,11,4,3,3,1,1,0,0,1,18,5,1,29.0,8.1,1.6,320059.026,176713.53999999998
W00009668,,oa,76,34,9,3,10,6,5,3,4,2,0,22,14,6,28.9,18.4,7.9,320303.61199999996,176952.82549999998
W00010196,,oa,40,37,1,1,0,0,0,0,1,0,0,2,0,1,5.0,0.0,2.5,318567.266,174930.985
W00009316,,oa,70,43,5,2,8,1,8,1,0,1,1,15,10,2,21.4,14.3,2.9,321467.1435,179481.027
W00009395,,oa,83,40,12,6,8,8,6,0,3,0,0,26,14,3,31.3,16.9,3.6,319613.981,178268.1105
W00010216,,oa,51,38,3,1,2,1,1,0,4,1,0,6,2,5,11.8,3.9,9.8,318945.1805,174828.861
W00010217,,oa,62,21,13,7,3,9,2,1,5,1,0,23,12,6,37.1,19.4,9.7,320947.028,181523.7475
W00009413,,oa,89,61,1,2,5,3,3,4,5,5,0,8,10,10,9.0,11.2,11.2,318805.46400000004,179169.4985
W00009454,,oa,36,24,3,0,4,0,2,2,1,0,0,7,4,1,19.4,11.1,2.8,318564.598,178247.516
W00009418,,oa,74,46,3,2,5,4,5,3,3,3,0,10,12,6,13.5,16.2,8.1,318736.4575,179054.2645
W00009499,,oa,90,50,9,8,11,6,3,1,0,2,0,28,10,2,31.1,11.1,2.2,320316.6625,182021.3075
W00008962,,oa,83,55,6,1,6,2,4,1,3,5,0,13,7,8,15.7,8.4,9.6,319096.204,180471.3525
W00008965,,oa,100,56,3,0,10,9,11,2,3,3,3,13,22,9,13.0,22.0,9.0,318629.45050000004,180294.299
W00008969,,oa,62,35,1,2,7,6,8,1,1,1,0,10,15,2,16.1,24.2,3.2,319053.52150000003,180050.111
W00008961,,oa,103,70,3,2,6,3,5,7,1,4,2,11,15,7,10.7,14.6,6.8,318864.3285,180544.6485
W00008807,,oa,114,77,12,4,3,1,3,1,9,3,1,19,5,13,16.7,4.4,11.4,318713.59849999996,174321.23200000002
W00008800,,oa,82,41,7,6,7,4,4,1,10,2,0,20,9,12,24.4,11.0,14.6,320036.184,177041.47950000002
W00008808,,oa,60,43,5,0,2,3,2,0,3,2,0,7,5,5,11.7,8.3,8.3,319140.8985,175923.1725
W00008947,,oa,88,63,3,0,7,5,4,1,1,4,0,10,10,5,11.4,11.4,5.7,319776.64749999996,180855.5245
W00008948,,oa,92,49,4,2,9,5,14,1,3,4,1,15,20,8,16.3,21.7,8.7,319411.795,181476.2715
W00009476,,oa,43,28,2,0,0,1,2,2,5,3,0,2,5,8,4.7,11.6,18.6,318856.15150000004,177677.5635
W00009472,,oa,40,27,3,5,1,2,0,0,0,1,1,9,2,2,22.5,5.0,5.0,319273.7925,177790.287
W00009470,,oa,55,33,7,2,2,6,2,1,1,1,0,11,9,2,20.0,16.4,3.6,319116.7035,177781.96
W00009471,,oa,65,50,7,3,1,3,0,0,0,0,1,11,3,1,16.9,4.6,1.5,318693.67949999997,177531.3145
W00009646,,oa,74,28,11,6,7,13,2,2,5,0,0,24,17,5,32.4,23.0,6.8,319595.684,176264.00449999998
W00009643,,oa,60,30,15,4,3,3,1,0,3,1,0,22,4,4,36.7,6.7,6.7,319727.1675,176427.0395
W00009648,,oa,73,27,11,3,10,7,5,1,5,4,0,24,13,9,32.9,17.8,12.3,320655.4815,177355.642
W00008976,,oa,81,43,2,5,6,6,6,7,3,3,0,13,19,6,16.0,23.5,7.4,318824.5,179531.60450000002
W00008977,,oa,98,45,7,4,10,5,9,7,6,3,2,21,21,11,21.4,21.4,11.2,318475.04449999996,179482.6015
W00008973,,oa,103,64,4,3,8,2,8,5,4,5,0,15,15,9,14.6,14.6,8.7,319181.4855,179596.131
W00008970,,oa,91,57,2,4,12,2,6,0,6,2,0,18,8,8,19.8,8.8,8.8,318802.55700000003,179876.62300000002
W00009109,,oa,40,20,4,5,5,4,0,0,2,0,0,14,4,2,35.0,10.0,5.0,318431.908,174789.9105
W00008813,,oa,66,44,12,0,0,6,2,0,1,1,0,12,8,2,18.2,12.1,3.0,319041.2025,175654.3915
W00009361,,oa,100,43,10,3,9,10,8,4,5,7,1,22,22,13,22.0,22.0,13.0,320299.1185,179726.0005
W00009443,,oa,60,35,5,2,2,4,4,0,4,4,0,9,8,8,15.0,13.3,13.3,318990.135,177443.653
W00009469,,oa,41,24,5,1,3,2,3,0,2,1,0,9,5,3,22.0,12.2,7.3,318869.923,177868.27850000001
W00009462,,oa,59,29,4,2,2,8,4,6,2,2,0,8,18,4,13.6,30.5,6.8,319197.2115,177990.13
W00009466,,oa,38,20,1,4,4,2,0,2,4,1,0,9,4,5,23.7,10.5,13.2,319038.13049999997,177887.3775
W00009461,,oa,44,25,4,1,5,2,2,4,1,0,0,10,8,1,22.7,18.2,2.3,319072.605,178139.50699999998
W00009655,,oa,75,45,7,3,4,6,5,2,2,1,0,14,13,3,18.7,17.3,4.0,320875.6995,177209.9495
W00009657,,oa,53,35,4,2,4,5,2,0,1,0,0,10,7,1,18.9,13.2,1.9,320577.531,177505.59600000002
W00009656,,oa,135,45,10,13,15,13,8,8,18,4,1,38,29,23,28.1,21.5,17.0,321301.05449999997,176503.1
W00009652,,oa,101,40,9,9,15,10,6,1,8,3,0,33,17,11,32.7,16.8,10.9,320934.713,177381.31650000002
W00009650,,oa,70,43,11,3,2,5,3,0,1,2,0,16,8,3,22.9,11.4,4.3,321396.213,177398.24099999998
W00009651,,oa,100,37,15,6,12,11,6,3,5,5,0,33,20,10,33.0,20.0,10.0,320844.2845,177519.21000000002
W00009659,,oa,83,48,9,0,8,7,2,2,3,4,0,17,11,7,20.5,13.3,8.4,320535.50049999997,177081.212
W00009658,,oa,83,46,8,4,10,5,4,1,5,0,0,22,10,5,26.5,12.0,6.0,320848.2585,177046.454
W00010172,,oa,102,45,6,2,10,13,8,3,11,4,0,18,24,15,17.6,23.5,14.7,321526.8125,177431.41100000002
W00009371,,oa,101,55,11,5,8,5,6,3,4,3,1,24,14,8,23.8,13.9,7.9,320277.046,181742.271
W00008921,,oa,51,31,7,1,3,4,1,1,3,0,0,11,6,3,21.6,11.8,5.9,318415.8365,178296.0055
W00010142,,oa,95,53,16,4,6,9,1,3,3,0,0,26,13,3,27.4,13.7,3.2,320195.746,178167.299
W00010127,,oa,33,27,2,1,1,0,0,0,2,0,0,4,0,2,12.1,0.0,6.1,319368.226,173977.5005
W00009626,,oa,79,48,10,2,6,8,0,1,4,0,0,18,9,4,22.8,11.4,5.1,321751.20999999996,179651.347
W00009625,,oa,75,31,2,7,14,5,5,4,5,1,1,23,14,7,30.7,18.7,9.3,322171.2215,179463.5855
W00009623,,oa,89,60,2,4,5,5,6,2,2,2,1,11,13,5,12.4,14.6,5.6,321992.10549999995,179580.0795
W00010147,,oa,58,43,6,2,2,3,2,0,0,0,0,10,5,0,17.2,8.6,0.0,319405.15150000004,174981.5615
W00008956,,oa,91,60,2,4,9,5,5,0,3,1,2,15,10,6,16.5,11.0,6.6,319282.06200000003,180863.772
W00008950,,oa,119,82,5,2,7,4,5,7,1,5,1,14,16,7,11.8,13.4,5.9,318774.2355,181252.5115
W00009982,,oa,52,17,18,1,4,4,2,0,6,0,0,23,6,6,44.2,11.5,11.5,319013.34699999995,176390.36599999998
W00009346,,oa,113,45,15,9,10,9,7,3,8,6,1,34,19,15,30.1,16.8,13.3,320082.25,180500.603
W00009344,,oa,98,37,7,7,9,11,8,6,7,6,0,23,25,13,23.5,25.5,13.3,320014.62549999997,180659.69
W00008922,,oa,44,23,4,3,5,4,2,0,2,1,0,12,6,3,27.3,13.6,6.8,318281.5455,178307.21850000002
W00009343,,oa,82,44,6,4,5,11,1,0,8,3,0,15,12,11,18.3,14.6,13.4,320176.6185,181014.85
W00009445,,oa,36,25,1,1,0,3,1,3,0,2,0,2,7,2,5.6,19.4,5.6,319489.8895,177177.983
W00009447,,oa,32,19,1,3,1,2,3,2,0,1,0,5,7,1,15.6,21.9,3.1,319366.02249999996,177192.325
W00009444,,oa,51,29,6,4,1,3,3,1,2,2,0,11,7,4,21.6,13.7,7.8,319117.252,177338.109
W00009442,,oa,42,29,1,5,3,0,2,1,0,1,0,9,3,1,21.4,7.1,2.4,319506.1925,177366.336
W00009441,,oa,66,45,7,1,2,1,5,1,3,1,0,10,7,4,15.2,10.6,6.1,319078.6345,177220.878
W00009449,,oa,53,42,4,1,0,3,1,1,0,1,0,5,5,1,9.4,9.4,1.9,318997.4385,176904.55599999998
W00009637,,oa,82,37,13,3,7,7,5,5,3,1,1,23,17,5,28.0,20.7,6.1,320329.5965,176467.21899999998
W00009635,,oa,70,41,4,1,9,5,3,0,3,4,0,14,8,7,20.0,11.4,10.0,320053.4095,176600.0565
W00009630,,oa,81,39,13,2,10,5,5,4,2,0,1,25,14,3,30.9,17.3,3.7,320037.5,176361.3695
W00009639,,oa,101,61,11,5,4,5,2,4,5,4,0,20,11,9,19.8,10.9,8.9,320374.94550000003,176517.008
W00010159,,oa,63,39,8,2,3,6,2,2,0,1,0,13,10,1,20.6,15.9,1.6,320259.578,177959.8305
W00009357,,oa,96,38,10,2,8,12,8,5,8,4,1,20,25,13,20.8,26.0,13.5,320531.918,180189.37550000002
W00009355,,oa,84,48,4,1,8,3,10,3,3,3,1,13,16,7,15.5,19.0,8.3,319645.405,180093.5795
W00009352,,oa,100,47,12,5,7,11,7,2,4,4,1,24,20,9,24.0,20.0,9.0,320149.261,180396.67700000003
W00009350,,oa,67,42,5,2,4,4,2,4,1,3,0,11,10,4,16.4,14.9,6.0,319465.7825,180394.80099999998
W00009358,,oa,54,21,17,3,5,3,1,1,2,1,0,25,5,3,46.3,9.3,5.6,320192.975,180027.3245
W00009451,,oa,84,36,6,4,9,7,5,4,6,5,2,19,16,13,22.6,19.0,15.5,318507.78949999996,178695.33500000002
W00009459,,oa,56,42,2,4,1,1,2,1,2,1,0,7,4,3,12.5,7.1,5.4,319079.7485,178346.0235
W00008786,,oa,86,37,7,7,7,6,5,3,7,6,1,21,14,14,24.4,16.3,16.3,319795.08999999997,176709.54100000003
W00008784,,oa,98,47,7,7,4,11,2,7,9,3,1,18,20,13,18.4,20.4,13.3,319924.571,176935.2865
W00008780,,oa,54,38,4,2,4,1,2,0,1,1,1,10,3,3,18.5,5.6,5.6,320017.569,177153
W00009607,,oa,90,54,7,3,6,3,4,7,0,5,1,16,14,6,17.8,15.6,6.7,321728.671,179091.9605
W00009608,,oa,107,72,3,4,13,6,6,1,0,2,0,20,13,2,18.7,12.1,1.9,321507.6715,179049.44
W00008930,,oa,51,31,3,1,5,1,2,3,3,1,1,9,6,5,17.6,11.8,9.8,318417.7695,177960.28399999999
W00009321,,oa,82,37,4,4,10,6,4,1,9,6,1,18,11,16,22.0,13.4,19.5,322205.46900000004,181522.5485
W00008795,,oa,109,52,9,4,16,6,3,3,8,7,1,29,12,16,26.6,11.0,14.7,320010.034,177376.92599999998
W00009426,,oa,62,37,6,3,1,5,2,2,4,2,0,10,9,6,16.1,14.5,9.7,318719.97199999995,178073.397
W00009425,,oa,57,36,7,3,4,1,2,2,1,1,0,14,5,2,24.6,8.8,3.5,319314.26249999995,177096.913
W00009423,,oa,61,33,12,2,2,3,3,2,3,1,0,16,8,4,26.2,13.1,6.6,319382.233,177815.16600000003
W00008792,,oa,48,33,4,1,3,2,1,2,1,1,0,8,5,2,16.7,10.4,4.2,319480.234,176481.4
W00008799,,oa,78,46,8,2,4,4,1,0,9,4,0,14,5,13,17.9,6.4,16.7,320159.89749999996,177372.45299999998
W00008798,,oa,87,48,8,5,4,6,4,3,5,3,1,17,13,9,19.5,14.9,10.3,320269.65599999996,177350.4675
W00008804,,oa,87,49,5,6,9,3,2,4,7,1,1,20,9,9,23.0,10.3,10.3,318545.35,174315.5565
W00010149,,oa,58,48,6,1,1,2,0,0,0,0,0,8,2,0,13.8,3.4,0.0,317960.61950000003,173322.288
W00010138,,oa,42,38,2,0,0,2,0,0,0,0,0,2,2,0,4.8,4.8,0.0,318183.8515,173392.698
W00010170,,oa,56,27,7,1,6,4,2,1,5,2,1,14,7,8,25.0,12.5,14.3,317813.7035,173965.9925
W00010154,,oa,54,38,7,2,1,6,0,0,0,0,0,10,6,0,18.5,11.1,0.0,318686.49199999997,174672.148
W00010139,,oa,92,79,10,1,0,2,0,0,0,0,0,11,2,0,12.0,2.2,0.0,319622.854,174448.446
W00010137,,oa,82,65,7,0,0,7,0,0,3,0,0,7,7,3,8.5,8.5,3.7,318676.0115,176040.896
W00010212,,oa,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,317527.934,177777.869
W00009645,,oa,97,45,20,5,4,9,6,1,5,2,0,29,16,7,29.9,16.5,7.2,320153.646,176168.311
W00010178,,oa,27,12,2,3,4,5,1,0,0,0,0,9,6,0,33.3,22.2,0.0,317138.25600000005,178163.10450000002
W00009181,,oa,94,57,3,2,9,5,7,3,3,3,2,14,15,8,14.9,16.0,8.5,319481.62549999997,183640.25
W00007425,,oa,140,96,2,9,9,5,8,3,5,3,0,20,16,8,14.3,11.4,5.7,322052.74600000004,186157.725
W00010219,,oa,18,8,0,4,2,1,0,0,2,0,1,6,1,3,33.3,5.6,16.7,318437.728,177450.9545
W00009161,,oa,124,66,14,6,10,10,9,5,3,1,0,30,24,4,24.2,19.4,3.2,316361.702,180503.12
W00010208,,oa,42,32,4,1,1,3,1,0,0,0,0,6,4,0,14.3,9.5,0.0,318353.32200000004,176059.8875
W00009073,,oa,99,52,6,5,6,6,8,0,11,4,1,17,14,16,17.2,14.1,16.2,316641.757,178816.923
W00009090,,oa,101,51,6,1,17,7,6,2,6,5,0,24,15,11,23.8,14.9,10.9,318141.51450000005,174643.75
W00010199,,oa,66,36,12,0,4,5,4,2,1,2,0,16,11,3,24.2,16.7,4.5,316945.8125,181505.686
W00009126,,oa,129,67,7,7,14,12,7,3,5,6,1,28,22,12,21.7,17.1,9.3,316933.387,175703.597
W00010168,,oa,46,24,16,2,1,1,0,0,2,0,0,19,1,2,41.3,2.2,4.3,317786.41099999996,173911.8315
W00009336,,oa,80,57,6,2,7,4,2,1,1,0,0,15,7,1,18.8,8.8,1.3,319816.59349999996,181082.1355
W00009695,,oa,84,48,12,4,5,3,5,2,2,3,0,21,10,5,25.0,11.9,6.0,324225.7305,181190.80550000002
W00009147,,oa,94,65,10,0,7,3,4,2,3,0,0,17,9,3,18.1,9.6,3.2,316691.0635,179829.147
W00009144,,oa,76,44,3,4,5,3,10,3,3,1,0,12,16,4,15.8,21.1,5.3,316450.61100000003,179919.948
W00009145,,oa,85,52,5,2,4,8,5,6,2,1,0,11,19,3,12.9,22.4,3.5,316693.106,180016.38150000002
W00009436,,oa,53,33,10,1,4,2,1,0,1,1,0,15,3,2,28.3,5.7,3.8,319248.604,177604.9845
W00008926,,oa,51,34,1,1,2,5,6,0,1,1,0,4,11,2,7.8,21.6,3.9,317729.658,178171.3075
W00009159,,oa,91,63,5,3,6,5,5,0,1,3,0,14,10,4,15.4,11.0,4.4,316646.5135,180572.2895
W00009151,,oa,105,55,8,8,9,8,5,5,3,4,0,25,18,7,23.8,17.1,6.7,316702.30299999996,179591.9505
W00009305,,oa,62,30,3,7,3,7,8,3,0,1,0,13,18,1,21.0,29.0,1.6,322450.57550000004,180511.7875
