area_code,area_name,census_geography,all_qualifications,no_qualifications,level1,level2,level3,level4,apprenticeship,other,no_qualifications_perc,level1_perc,level2_perc,level3_perc,level4_perc,centroid_x,centroid_y
W00009095,,oa,264,70,24,38,26,66,7,33,26.5,9.1,14.4,9.8,25.0,317632.92350000003,175299.842
W00009092,,oa,257,7,16,23,30,158,2,21,2.7,6.2,8.9,11.7,61.5,318017.869,173723.8965
W00010229,,oa,130,27,11,17,8,58,1,8,20.8,8.5,13.1,6.2,44.6,319188.882,178856.7685
W00010226,,oa,172,52,16,16,28,40,6,14,30.2,9.3,9.3,16.3,23.3,317024.5,178592.46000000002
W00010222,,oa,265,27,26,45,32,118,8,9,10.2,9.8,17.0,12.1,44.5,316776.75,181602.273
W00010220,,oa,220,61,30,30,37,43,7,12,27.7,13.6,13.6,16.8,19.5,317094.297,178416.89
W00009276,,oa,275,26,18,46,30,141,7,7,9.5,6.5,16.7,10.9,51.3,318060.7065,182439.6615
W00009272,,oa,254,24,31,53,41,90,9,6,9.4,12.2,20.9,16.1,35.4,317847.88300000003,182844.252
W00009271,,oa,218,30,24,41,27,75,13,8,13.8,11.0,18.8,12.4,34.4,317624.0315,182831.727
W00009278,,oa,225,34,28,39,39,68,7,10,15.1,12.4,17.3,17.3,30.2,316650.64249999996,182516.93050000002
W00009596,,oa,240,21,21,13,25,149,0,11,8.8,8.8,5.4,10.4,62.1,317173.643,176671.193
W00009595,,oa,369,64,16,28,30,213,7,11,17.3,4.3,7.6,8.1,57.7,317241.79099999997,176690.02049999998
W00009593,,oa,202,20,7,18,23,122,2,10,9.9,3.5,8.9,11.4,60.4,316912.1,176863.1295
W00009592,,oa,295,45,8,21,24,184,2,11,15.3,2.7,7.1,8.1,62.4,317368.15150000004,176975.072
W00009590,,oa,215,9,6,11,15,169,1,4,4.2,2.8,5.1,7.0,78.6,317021,176970.6225
W00008793,,oa,304,109,38,37,35,59,6,20,35.9,12.5,12.2,11.5,19.4,319211.114,176305.49349999998
W00010210,,oa,128,4,10,11,10,87,0,6,3.1,7.8,8.6,7.8,68.0,320840.70550000004,170171.3125
W00009067,,oa,230,68,45,36,24,33,10,14,29.6,19.6,15.7,10.4,14.3,313887.9035,178316.142
W00009066,,oa,264,128,36,31,17,28,9,15,48.5,13.6,11.7,6.4,10.6,313234.31299999997,178405.56449999998
W00009063,,oa,202,49,20,34,28,47,14,10,24.3,9.9,16.8,13.9,23.3,313429.1455,178635.05550000002
W00009064,,oa,241,82,44,34,16,36,17,12,34.0,18.3,14.1,6.6,14.9,313876.3955,178402.72350000002
W00009060,,oa,257,31,35,40,30,102,10,9,12.1,13.6,15.6,11.7,39.7,313490.177,178921.14750000002
W00009065,,oa,268,74,41,48,32,50,10,13,27.6,15.3,17.9,11.9,18.7,313955.1315,178147.2225
W00009061,,oa,243,30,35,29,34,95,9,11,12.3,14.4,11.9,14.0,39.1,314051.5565,178633.8935
W00009068,,oa,208,44,29,31,22,68,8,6,21.2,13.9,14.9,10.6,32.7,314192.515,178184.33299999998
W00008827,,oa,295,96,55,51,27,47,12,7,32.5,18.6,17.3,9.2,15.9,312293.298,175155.2585
W00008826,,oa,276,52,43,57,36,69,10,9,18.8,15.6,20.7,13.0,25.0,312646.07149999996,175021.06650000002
W00009069,,oa,268,87,44,43,20,39,19,16,32.5,16.4,16.0,7.5,14.6,313118.7405,178201.0325
W00008822,,oa,244,76,43,41,29,23,13,19,31.1,17.6,16.8,11.9,9.4,314389.8835,176524.186
W00008825,,oa,247,96,33,35,22,30,12,19,38.9,13.4,14.2,8.9,12.1,313409.65599999996,175793.2355
W00008823,,oa,262,122,51,43,16,15,5,10,46.6,19.5,16.4,6.1,5.7,313776.49,175953.5635
W00008821,,oa,418,94,72,79,42,76,34,21,22.5,17.2,18.9,10.0,18.2,312288.457,174928.97950000002
W00008828,,oa,233,65,40,44,27,39,13,5,27.9,17.2,18.9,11.6,16.7,313046.153,174822.3985
W00008829,,oa,290,88,52,50,32,37,14,17,30.3,17.9,17.2,11.0,12.8,314986.586,176332.104
W00009385,,oa,264,22,23,38,26,135,9,11,8.3,8.7,14.4,9.8,51.1,311880.402,183522.8985
W00005992,,oa,337,62,33,50,38,138,8,8,18.4,9.8,14.8,11.3,40.9,310961.67350000003,171845.64299999998
W00005765,,oa,260,51,18,32,22,121,8,8,19.6,6.9,12.3,8.5,46.5,314624.11600000004,173765.6015
W00009854,,oa,238,63,31,33,33,60,9,9,26.5,13.0,13.9,13.9,25.2,312331.7975,174390.93550000002
W00005995,,oa,235,34,28,32,25,91,14,11,14.5,11.9,13.6,10.6,38.7,312051.858,173196.1255
W00005994,,oa,254,34,27,47,29,99,9,9,13.4,10.6,18.5,11.4,39.0,311840.292,172839.0515
W00005990,,oa,274,69,17,37,31,104,5,11,25.2,6.2,13.5,11.3,38.0,312276.6975,173635.64549999998
W00005882,,oa,341,46,46,59,47,114,13,16,13.5,13.5,17.3,13.8,33.4,310169.1555,176797.0515
W00009046,,oa,221,99,18,23,12,54,10,5,44.8,8.1,10.4,5.4,24.4,313890.7605,177727.359
W00009047,,oa,206,78,32,25,18,34,5,14,37.9,15.5,12.1,8.7,16.5,313262.118,177495.484
W00009044,,oa,162,41,25,28,22,33,11,2,25.3,15.4,17.3,13.6,20.4,313442.9695,177573.086
W00008995,,oa,253,106,43,37,22,23,4,18,41.9,17.0,14.6,8.7,9.1,313470.4755,176713.7035
W00008992,,oa,255,135,39,28,15,19,5,14,52.9,15.3,11.0,5.9,7.5,313432.0775,177003.41749999998
W00008820,,oa,376,126,56,73,34,52,24,11,33.5,14.9,19.4,9.0,13.8,313179.507,175032.7625
W00008836,,oa,191,97,35,17,14,11,7,10,50.8,18.3,8.9,7.3,5.8,314101.182,175995.175
W00009072,,oa,213,90,23,35,29,22,8,6,42.3,10.8,16.4,13.6,10.3,312835.4135,178020.21649999998
W00009070,,oa,237,95,26,38,19,29,16,14,40.1,11.0,16.0,8.0,12.2,313335.8785,178134.2005
W00009071,,oa,215,102,23,20,22,27,13,8,47.4,10.7,9.3,10.2,12.6,313534.52599999995,178085.0415
W00008837,,oa,262,115,43,41,18,22,7,16,43.9,16.4,15.6,6.9,8.4,313838.68,175775.215
W00008834,,oa,195,105,39,24,8,7,7,5,53.8,20.0,12.3,4.1,3.6,313891.24199999997,175936.9945
W00008844,,oa,229,95,40,32,17,22,15,8,41.5,17.5,14.0,7.4,9.6,312806.19,175489.0855
W00009011,,oa,208,84,42,29,16,17,9,11,40.4,20.2,13.9,7.7,8.2,313033.60250000004,176265.945
W00010192,,oa,233,20,25,32,22,126,4,4,8.6,10.7,13.7,9.4,54.1,313682.30350000004,179748.2875
W00008987,,oa,234,109,39,40,19,18,6,3,46.6,16.7,17.1,8.1,7.7,312666.0635,175577.414
W00008986,,oa,237,118,33,37,14,15,5,15,49.8,13.9,15.6,5.9,6.3,312798.2255,176503.8355
W00008985,,oa,247,124,34,40,15,16,0,18,50.2,13.8,16.2,6.1,6.5,312958.51399999997,176743.298
W00008989,,oa,291,70,50,54,46,46,16,9,24.1,17.2,18.6,15.8,15.8,311895.342,175389.739
W00008984,,oa,279,67,33,51,32,76,11,9,24.0,11.8,18.3,11.5,27.2,311414.59900000005,175638.66499999998
W00008983,,oa,252,61,38,39,27,58,17,12,24.2,15.1,15.5,10.7,23.0,311748.323,175914.253
W00008982,,oa,231,105,36,40,18,16,8,8,45.5,15.6,17.3,7.8,6.9,313281.7855,175952.5785
W00008981,,oa,254,114,38,44,24,15,8,11,44.9,15.0,17.3,9.4,5.9,313433.64,176186.2035
W00008988,,oa,207,119,25,24,16,11,6,6,57.5,12.1,11.6,7.7,5.3,312233.1625,175421.56
W00008852,,oa,181,72,44,33,14,13,2,3,39.8,24.3,18.2,7.7,7.2,313125.957,175483.9015
W00008850,,oa,272,100,43,52,28,27,5,17,36.8,15.8,19.1,10.3,9.9,312851.7035,175069.3865
W00008851,,oa,254,107,46,46,13,27,5,10,42.1,18.1,18.1,5.1,10.6,313178.3905,175289.869
W00009740,,oa,354,99,43,35,32,124,13,8,28.0,12.1,9.9,9.0,35.0,313732.13049999997,180986.962
W00010182,,oa,251,16,20,34,24,149,6,2,6.4,8.0,13.5,9.6,59.4,313515.864,180101.947
W00010185,,oa,222,11,17,24,18,145,2,5,5.0,7.7,10.8,8.1,65.3,313946.3905,180156.7875
W00008997,,oa,210,96,30,42,15,14,2,11,45.7,14.3,20.0,7.1,6.7,313218.4035,176745.9945
W00008996,,oa,214,103,32,32,18,18,2,9,48.1,15.0,15.0,8.4,8.4,314072.6685,176728.74
W00008991,,oa,269,74,35,54,23,59,11,13,27.5,13.0,20.1,8.6,21.9,311753.281,175038.2495
W00008990,,oa,243,61,25,38,33,58,16,12,25.1,10.3,15.6,13.6,23.9,311647.3585,175387.06699999998
W00008999,,oa,250,126,38,34,26,14,5,7,50.4,15.2,13.6,10.4,5.6,312709.22849999997,176686.46
W00009751,,oa,344,43,29,49,36,164,10,13,12.5,8.4,14.2,10.5,47.7,314102.877,180424.1145
W00009129,,oa,270,90,24,34,23,61,8,30,33.3,8.9,12.6,8.5,22.6,317673.815,175636.2565
W00008835,,oa,264,108,47,38,27,26,6,12,40.9,17.8,14.4,10.2,9.8,314185.8095,175895.9145
W00008832,,oa,218,65,52,36,12,29,13,11,29.8,23.9,16.5,5.5,13.3,314619.899,176286.5005
W00006526,,oa,271,73,34,49,26,56,18,15,26.9,12.5,18.1,9.6,20.7,312739.32149999996,183448.293
W00009723,,oa,219,32,19,37,19,103,3,6,14.6,8.7,16.9,8.7,47.0,314442,179820.2595
W00009672,,oa,194,84,37,33,21,12,1,6,43.3,19.1,17.0,10.8,6.2,323770.7645,180509.5075
W00009041,,oa,216,85,34,33,19,28,3,14,39.4,15.7,15.3,8.8,13.0,313609.391,177846.16249999998
W00009048,,oa,262,51,39,52,28,72,12,8,19.5,14.9,19.8,10.7,27.5,313928.2355,177361.445
W00009049,,oa,224,80,53,31,19,26,7,8,35.7,23.7,13.8,8.5,11.6,313068.22900000005,177386.2195
W00008946,,oa,338,39,41,57,51,120,12,18,11.5,12.1,16.9,15.1,35.5,312196.56499999994,176312.278
W00009235,,oa,221,41,23,40,21,77,9,10,18.6,10.4,18.1,9.5,34.8,314937.32050000003,178714.517
W00009238,,oa,278,76,31,41,21,82,11,16,27.3,11.2,14.7,7.6,29.5,315275.966,178952.6875
W00009546,,oa,221,29,17,35,19,112,8,1,13.1,7.7,15.8,8.6,50.7,316123.4975,181328.48700000002
W00010163,,oa,240,10,27,49,25,118,10,1,4.2,11.3,20.4,10.4,49.2,312217.7795,181787.278
W00009104,,oa,295,85,35,34,18,75,1,47,28.8,11.9,11.5,6.1,25.4,317546.2325,175039.474
W00009102,,oa,225,63,24,29,22,68,6,13,28.0,10.7,12.9,9.8,30.2,317165.79850000003,175043.2355
W00009057,,oa,251,67,36,31,25,65,10,17,26.7,14.3,12.4,10.0,25.9,314259.7885,177040.8605
W00009050,,oa,223,72,52,33,22,31,7,6,32.3,23.3,14.8,9.9,13.9,313328.2385,177217.52899999998
W00009059,,oa,254,93,40,43,21,36,14,7,36.6,15.7,16.9,8.3,14.2,313086.7175,178629.2005
W00008891,,oa,190,42,21,20,11,78,12,6,22.1,11.1,10.5,5.8,41.1,315722.2025,177157.7595
W00009206,,oa,265,31,23,43,23,115,17,13,11.7,8.7,16.2,8.7,43.4,313587.56649999996,179297.759
W00009208,,oa,304,22,50,55,38,110,16,13,7.2,16.4,18.1,12.5,36.2,313841.3575,178951.543
W00009209,,oa,228,51,22,35,22,80,11,7,22.4,9.6,15.4,9.6,35.1,314082.5415,178977.0845
W00009193,,oa,198,18,16,14,15,119,2,14,9.1,8.1,7.1,7.6,60.1,315784.7955,178010.899
W00009191,,oa,422,64,62,73,39,153,21,10,15.2,14.7,17.3,9.2,36.3,314404.4875,178977.3025
W00009027,,oa,228,100,38,37,14,29,2,8,43.9,16.7,16.2,6.1,12.7,312706.586,175770.09999999998
W00009020,,oa,186,75,24,30,18,20,7,12,40.3,12.9,16.1,9.7,10.8,312787.98549999995,176013.139
W00009029,,oa,209,84,33,30,18,25,8,11,40.2,15.8,14.4,8.6,12.0,313716.968,178417.285
W00009373,,oa,274,53,50,46,36,65,9,15,19.3,18.2,16.8,13.1,23.7,320286.579,181541.89
W00009212,,oa,200,28,24,44,26,59,12,7,14.0,12.0,22.0,13.0,29.5,314304.838,178665.0795
W00009529,,oa,277,36,37,44,27,110,12,11,13.0,13.4,15.9,9.7,39.7,314874.70149999997,182356.24800000002
W00009717,,oa,259,39,32,26,36,103,12,11,15.1,12.4,10.0,13.9,39.8,312990.168,182382.664
W00009718,,oa,274,42,37,41,28,109,8,9,15.3,13.5,15.0,10.2,39.8,313466.506,181823.38400000002
W00010144,,oa,254,30,22,34,11,145,6,6,11.8,8.7,13.4,4.3,57.1,311261.906,178674.0855
W00009347,,oa,183,53,35,33,16,27,9,10,29.0,19.1,18.0,8.7,14.8,320540.631,180522.9605
W00009036,,oa,273,96,53,45,20,32,13,14,35.2,19.4,16.5,7.3,11.7,313391.20550000004,177828.7135
W00009037,,oa,239,111,45,33,19,14,14,3,46.4,18.8,13.8,7.9,5.9,313732.45550000004,177910.90899999999
W00009034,,oa,274,89,30,56,32,43,12,12,32.5,10.9,20.4,11.7,15.7,314229.436,177522.2895
W00009038,,oa,196,89,23,29,22,20,4,9,45.4,11.7,14.8,11.2,10.2,313156.833,178027.58299999998
W00009039,,oa,233,37,33,48,30,59,16,10,15.9,14.2,20.6,12.9,25.3,312707.5725,178080.69900000002
W00009345,,oa,264,99,47,42,15,41,6,14,37.5,17.8,15.9,5.7,15.5,320362.489,180432.419
W00009007,,oa,195,97,25,20,23,18,5,7,49.7,12.8,10.3,11.8,9.2,313841.483,176410.2515
W00009004,,oa,209,104,38,28,14,13,4,8,49.8,18.2,13.4,6.7,6.2,313933.33050000004,176608.1445
W00009005,,oa,255,131,35,50,14,15,0,10,51.4,13.7,19.6,5.5,5.9,313013.30449999997,176483.2135
W00009002,,oa,282,140,37,36,15,35,3,16,49.6,13.1,12.8,5.3,12.4,313562,176536.5
W00009003,,oa,251,122,41,31,18,20,4,15,48.6,16.3,12.4,7.2,8.0,313447.3495,176468.722
W00009001,,oa,217,102,53,25,10,10,8,9,47.0,24.4,11.5,4.6,4.6,313840.67949999997,176802.446
W00009008,,oa,216,97,34,36,22,14,5,8,44.9,15.7,16.7,10.2,6.5,313131.58499999996,176456.374
W00009506,,oa,261,28,22,42,24,128,8,9,10.7,8.4,16.1,9.2,49.0,312542.095,181125.16700000002
W00009769,,oa,202,50,27,29,26,57,8,5,24.8,13.4,14.4,12.9,28.2,315697.001,179673.56050000002
W00008843,,oa,235,109,57,30,19,7,3,10,46.4,24.3,12.8,8.1,3.0,313945.545,175571.6655
W00008842,,oa,260,105,37,37,17,33,13,18,40.4,14.2,14.2,6.5,12.7,312999.08550000004,175627.0885
W00008840,,oa,235,96,47,38,22,17,6,9,40.9,20.0,16.2,9.4,7.2,314329.7525,175628.448
W00008841,,oa,241,85,39,26,24,34,13,20,35.3,16.2,10.8,10.0,14.1,313415.8915,175653.34350000002
W00009016,,oa,158,67,38,14,14,19,1,5,42.4,24.1,8.9,8.9,12.0,312603.45849999995,176048.26799999998
W00009017,,oa,223,71,22,36,19,48,12,15,31.8,9.9,16.1,8.5,21.5,312163.1725,175953.20299999998
W00009015,,oa,275,43,39,50,39,83,15,6,15.6,14.2,18.2,14.2,30.2,311401.2695,175984.3455
W00009013,,oa,260,100,45,41,31,24,10,9,38.5,17.3,15.8,11.9,9.2,313661.74199999997,176140.776
W00009010,,oa,212,106,42,25,14,15,3,7,50.0,19.8,11.8,6.6,7.1,312783.2975,176170.8725
W00009018,,oa,216,125,27,23,13,8,7,13,57.9,12.5,10.6,6.0,3.7,313222.8155,176093.46
W00009511,,oa,278,20,18,29,16,179,7,9,7.2,6.5,10.4,5.8,64.4,313061.8545,180336.83649999998
W00008994,,oa,208,81,35,28,21,23,10,10,38.9,16.8,13.5,10.1,11.1,314139.359,176636.55849999998
W00008998,,oa,273,109,34,48,24,33,9,16,39.9,12.5,17.6,8.8,12.1,314386.791,176744.8205
W00008993,,oa,293,140,39,25,30,34,7,18,47.8,13.3,8.5,10.2,11.6,314215.58400000003,176933.39049999998
W00008853,,oa,258,42,30,32,34,98,9,13,16.3,11.6,12.4,13.2,38.0,315256.38800000004,176840.82
W00008854,,oa,240,48,26,38,16,88,17,7,20.0,10.8,15.8,6.7,36.7,315014.54500000004,176970.495
W00010209,,oa,257,54,48,43,26,70,8,8,21.0,18.7,16.7,10.1,27.2,315424.0895,176375.858
W00008858,,oa,212,32,17,31,19,99,9,5,15.1,8.0,14.6,9.0,46.7,315384.5955,176911
W00008857,,oa,226,51,16,17,15,117,4,6,22.6,7.1,7.5,6.6,51.8,315879.9175,176896.4345
W00009194,,oa,263,39,20,32,24,137,5,6,14.8,7.6,12.2,9.1,52.1,314612.605,178026.1435
W00010231,,oa,211,22,13,26,17,126,3,4,10.4,6.2,12.3,8.1,59.7,314569.44499999995,178473.5
W00010187,,oa,420,12,18,49,228,76,1,36,2.9,4.3,11.7,54.3,18.1,314861.819,178302.24
W00009213,,oa,246,21,14,26,18,153,4,10,8.5,5.7,10.6,7.3,62.2,314758.6125,178544.6785
W00009210,,oa,187,31,20,23,27,69,7,10,16.6,10.7,12.3,14.4,36.9,314297.1705,178925.55349999998
W00009240,,oa,238,91,42,22,25,38,12,8,38.2,17.6,9.2,10.5,16.0,315597.372,178624.519
W00009079,,oa,399,103,51,46,57,117,6,19,25.8,12.8,11.5,14.3,29.3,317051.2955,178740.58250000002
W00009742,,oa,257,50,36,36,22,82,16,15,19.5,14.0,14.0,8.6,31.9,314766.25450000004,181101
W00009741,,oa,286,25,32,35,35,146,4,9,8.7,11.2,12.2,12.2,51.0,314542.9275,181192.45500000002
W00009614,,oa,258,59,33,41,29,74,9,13,22.9,12.8,15.9,11.2,28.7,321291.94299999997,178533.7695
W00009696,,oa,231,62,29,27,32,59,12,10,26.8,12.6,11.7,13.9,25.5,324415.0165,181066.231
W00009062,,oa,216,24,27,26,26,105,4,4,11.1,12.5,12.0,12.0,48.6,314267.6665,178366.38549999997
W00008824,,oa,330,142,62,53,22,24,10,17,43.0,18.8,16.1,6.7,7.3,314666.615,175927.576
W00009752,,oa,174,87,17,15,6,37,3,9,50.0,9.8,8.6,3.4,21.3,314590.151,180617.19050000003
W00009753,,oa,201,39,18,36,18,77,10,3,19.4,9.0,17.9,9.0,38.3,315401.70149999997,180394.6745
W00009221,,oa,243,82,44,29,30,39,8,11,33.7,18.1,11.9,12.3,16.0,316192.978,178705.49349999998
W00008886,,oa,268,31,38,34,19,132,8,6,11.6,14.2,12.7,7.1,49.3,315514.277,177260.429
W00008809,,oa,264,90,36,44,29,44,1,20,34.1,13.6,16.7,11.0,16.7,318418.85,175519.956
W00009239,,oa,237,87,35,46,13,28,11,17,36.7,14.8,19.4,5.5,11.8,316110.84349999996,178779.4765
W00009544,,oa,228,40,18,31,22,95,14,8,17.5,7.9,13.6,9.6,41.7,316477.767,181060.35950000002
W00009738,,oa,233,43,22,42,29,71,10,16,18.5,9.4,18.0,12.4,30.5,316114.048,179320.3985
W00009739,,oa,273,33,31,44,32,109,9,15,12.1,11.4,16.1,11.7,39.9,314383.476,181352.9345
W00009054,,oa,292,59,35,58,31,74,22,13,20.2,12.0,19.9,10.6,25.3,314198.269,177282.2935
W00009055,,oa,295,70,43,48,29,79,11,15,23.7,14.6,16.3,9.8,26.8,314501.5235,177322.87699999998
W00009053,,oa,179,41,20,32,24,42,12,8,22.9,11.2,17.9,13.4,23.5,314482.15650000004,177124.8505
W00009058,,oa,221,46,32,33,33,49,15,13,20.8,14.5,14.9,14.9,22.2,314632.49950000003,177065.68099999998
W00008895,,oa,218,24,13,28,24,125,2,2,11.0,6.0,12.8,11.0,57.3,316111.797,176971.56949999998
W00008892,,oa,237,33,14,28,25,127,6,4,13.9,5.9,11.8,10.5,53.6,315435.968,177152.6755
W00009202,,oa,217,24,26,38,29,84,12,4,11.1,12.0,17.5,13.4,38.7,314686.6625,177478.9535
W00009207,,oa,216,26,26,29,27,96,7,5,12.0,12.0,13.4,12.5,44.4,314403.79500000004,178929.065
W00009200,,oa,263,23,12,33,34,140,9,12,8.7,4.6,12.5,12.9,53.2,315199.2875,177759.01
W00009280,,oa,253,35,16,35,31,120,8,8,13.8,6.3,13.8,12.3,47.4,317756.3955,182344.42450000002
W00009707,,oa,173,67,40,32,17,8,6,3,38.7,23.1,18.5,9.8,4.6,323681.294,180667.1875
W00009465,,oa,386,31,20,45,146,103,5,36,8.0,5.2,11.7,37.8,26.7,318712.5145,177906.05
W00009708,,oa,188,64,52,33,13,17,2,7,34.0,27.7,17.6,6.9,9.0,323901.11600000004,180559.4105
W00009192,,oa,215,20,9,19,8,149,4,6,9.3,4.2,8.8,3.7,69.3,315387.1675,178186.516
W00009211,,oa,238,33,24,51,32,72,12,14,13.9,10.1,21.4,13.4,30.3,314165.5015,178740.23599999998
W00009520,,oa,230,23,26,36,32,106,3,4,10.0,11.3,15.7,13.9,46.1,315489.50450000004,182085.73450000002
W00008868,,oa,258,46,26,34,31,98,6,17,17.8,10.1,13.2,12.0,38.0,315925.61600000004,176631.4385
W00009531,,oa,232,53,24,35,25,70,13,12,22.8,10.3,15.1,10.8,30.2,314661.57050000003,181469.217
W00009634,,oa,249,57,34,30,30,81,12,5,22.9,13.7,12.0,12.0,32.5,320458.7025,176702.59149999998
W00009165,,oa,213,32,29,38,16,80,10,8,15.0,13.6,17.8,7.5,37.6,316075.29,180537.25449999998
W00009168,,oa,233,64,27,36,23,62,8,13,27.5,11.6,15.5,9.9,26.6,315922.42850000004,180389.313
W00008874,,oa,287,73,26,32,24,110,10,12,25.4,9.1,11.1,8.4,38.3,316136.777,176466.9045
W00009768,,oa,223,38,22,24,19,92,13,15,17.0,9.9,10.8,8.5,41.3,315530.091,179786.03
W00008933,,oa,336,13,13,18,183,87,1,21,3.9,3.9,5.4,54.5,25.9,317956.137,177979.425
W00009099,,oa,236,74,20,29,19,65,11,18,31.4,8.5,12.3,8.1,27.5,318205.2675,174959.15600000002
W00009320,,oa,232,87,47,41,19,21,8,9,37.5,20.3,17.7,8.2,9.1,322409.5,181614.28399999999
W00009275,,oa,229,19,35,43,17,98,6,11,8.3,15.3,18.8,7.4,42.8,317637.924,182598.9725
W00009273,,oa,203,21,26,32,21,88,5,10,10.3,12.8,15.8,10.3,43.3,317153.67449999996,182900.342
W00009519,,oa,209,44,24,39,21,67,9,5,21.1,11.5,18.7,10.0,32.1,315765.748,182039.057
W00008790,,oa,199,52,14,14,32,59,2,26,26.1,7.0,7.0,16.1,29.6,319344.72250000003,176509.1485
W00008607,,oa,354,89,49,50,34,97,22,13,25.1,13.8,14.1,9.6,27.4,327037.3645,181138.44449999998
W00008605,,oa,256,46,27,47,29,83,13,11,18.0,10.5,18.4,11.3,32.4,324377.4535,184327.44650000002
W00009694,,oa,225,87,32,27,20,40,6,13,38.7,14.2,12.0,8.9,17.8,323066.8495,181184.75449999998
W00009715,,oa,221,87,50,37,18,15,5,9,39.4,22.6,16.7,8.1,6.8,322912.62049999996,179825.93349999998
W00009698,,oa,219,51,26,34,27,63,10,8,23.3,11.9,15.5,12.3,28.8,324396.7885,180913.8805
W00009692,,oa,302,49,64,52,36,66,16,19,16.2,21.2,17.2,11.9,21.9,324471.79099999997,181346.5565
W00010183,,oa,214,21,25,40,40,74,5,9,9.8,11.7,18.7,18.7,34.6,324335.07200000004,179931.04950000002
W00009669,,oa,334,136,80,55,28,25,4,6,40.7,24.0,16.5,8.4,7.5,323858.101,180837.9585
W00009677,,oa,262,62,46,48,30,56,11,9,23.7,17.6,18.3,11.5,21.4,324353.5775,181662.546
W00009671,,oa,188,69,36,38,15,15,6,9,36.7,19.1,20.2,8.0,8.0,324123.7265,180677.01549999998
W00009679,,oa,300,56,49,61,33,75,16,10,18.7,16.3,20.3,11.0,25.0,324410.017,181503.9385
W00009705,,oa,220,26,37,33,36,72,11,5,11.8,16.8,15.0,16.4,32.7,324524.2295,180737.505
W00009703,,oa,159,57,36,25,11,21,2,7,35.8,22.6,15.7,6.9,13.2,324094.091,180919.69900000002
W00009701,,oa,176,83,21,18,15,30,3,6,47.2,11.9,10.2,8.5,17.0,323023.8375,180642.7405
W00009714,,oa,228,80,49,40,21,18,10,10,35.1,21.5,17.5,9.2,7.9,323083.586,180069.5975
W00009681,,oa,237,81,32,39,18,31,8,28,34.2,13.5,16.5,7.6,13.1,323077.0335,180988.059
W00009523,,oa,475,58,54,72,46,218,17,10,12.2,11.4,15.2,9.7,45.9,315558.047,183356.4475
W00009375,,oa,353,66,27,39,37,154,16,14,18.7,7.6,11.0,10.5,43.6,311308.50899999996,183743.306
W00009761,,oa,229,59,35,22,17,81,11,4,25.8,15.3,9.6,7.4,35.4,314613.65650000004,180004.402
W00009605,,oa,263,74,31,47,27,63,12,9,28.1,11.8,17.9,10.3,24.0,322230.234,179063.18550000002
W00009328,,oa,303,63,53,44,40,67,25,11,20.8,17.5,14.5,13.2,22.1,322704.703,181379.19449999998
W00009087,,oa,329,21,24,33,80,157,7,7,6.4,7.3,10.0,24.3,47.7,317650.414,178851.8775
W00009089,,oa,321,35,21,23,107,124,2,9,10.9,6.5,7.2,33.3,38.6,317821.06799999997,178825.85950000002
W00009384,,oa,265,25,23,32,28,149,4,4,9.4,8.7,12.1,10.6,56.2,311085.843,181762.2505
W00006518,,oa,256,55,36,39,34,83,5,4,21.5,14.1,15.2,13.3,32.4,312191.46550000005,183384.202
W00006524,,oa,255,54,23,32,29,93,12,12,21.2,9.0,12.5,11.4,36.5,311964.7435,183804.6335
W00008959,,oa,221,30,13,37,15,110,5,11,13.6,5.9,16.7,6.8,49.8,318352.28449999995,180532.70150000002
W00009260,,oa,237,59,39,46,23,44,12,14,24.9,16.5,19.4,9.7,18.6,317763.517,181121.8965
W00009719,,oa,252,71,51,34,24,57,3,12,28.2,20.2,13.5,9.5,22.6,314204.39650000003,182708.2035
W00009349,,oa,258,67,52,39,34,46,6,14,26.0,20.2,15.1,13.2,17.8,319784,180548.9815
W00009265,,oa,215,24,21,35,35,86,9,5,11.2,9.8,16.3,16.3,40.0,317654.65150000004,183316.4185
W00009712,,oa,235,100,44,32,19,18,12,10,42.6,18.7,13.6,8.1,7.7,323316.1975,180259.293
W00009183,,oa,372,38,36,60,38,189,8,3,10.2,9.7,16.1,10.2,50.8,318101.90650000004,183206.35
W00009688,,oa,271,47,48,48,36,67,11,14,17.3,17.7,17.7,13.3,24.7,325172.588,180975.974
W00009176,,oa,329,29,28,47,36,169,10,10,8.8,8.5,14.3,10.9,51.4,317936.31350000005,183488.78149999998
W00009177,,oa,252,26,18,42,19,135,3,9,10.3,7.1,16.7,7.5,53.6,318901.564,183262.72950000002
